topic_no	test_statistic	p-value	topic_words
topic_2	53.432929633616126	0.0	earth time ship planet space light take air world work 
topic_9	35.27924290248723	4.580047205227022e-244	hand cry foot stand head face eye fall arm turn 
topic_17	28.78299126016927	1.0899372963442864e-168	captain boat sea ship water deck island take time sail 
topic_12	18.393979967227562	1.7940200159564166e-73	time day fact find life give take mind matter present 
topic_6	4.417626445397783	1.0138299985963103e-05	colonel war general take officer army soldier day order time 
topic_4	3.4097382802603837	0.0006542003688653604	little look day horse tree old time road water hill 
topic_16	2.2897943486554304	0.022065350963721926	thou god thee thy father day priest hand lord heart 
topic_10	0.2977422636905591	0.7659098032403262	woman old life eye world little book year white story 
topic_8	-7.440683621695779	1.119996288986428e-13	look eye hand hanaud smile face turn take señor gray 
topic_18	-10.520295743041677	9.252373524378744e-26	time give take pan hand god head hear day eye 
topic_11	-14.360138612884759	2.7445360315599082e-46	ye old de right take look hand time fer want 
topic_0	-15.494409118577343	2.8157880535715626e-53	door room look house open light hand window stand turn 
topic_14	-19.59000930908061	8.695836603279212e-84	take want time right look find car work give hand 
topic_7	-21.326802543918514	1.47672309493509e-99	countess wint hear look take levin vittoria friend speak hand 
topic_5	-31.548421788295034	1.1022733788069552e-213	little look answer take hand sir time want turn room 
topic_19	-42.23972223932994	0.0	de monsieur madame la mademoiselle take little hand st give 
topic_13	-43.51548813088629	0.0	sir lord take master duke hand cry gentleman give horse 
topic_1	-45.66075786532461	0.0	eye face look hand woman word heart speak life voice 
topic_15	-50.36927595689797	0.0	look little take want old time girl day give mother 
topic_3	-65.26421503900778	0.0	sir take find case murder give leave time look house 
