Brood	NOUN	brood
a	DET	a
Master	PROPN	Master
Pilot	PROPN	Pilot
of	ADP	of
the	DET	the
World!--and	CCONJ	world!--and
with	ADP	with
the	DET	the
movement	NOUN	movement
there	ADV	there
came	VERB	come
clearly	ADV	clearly
a	DET	a
realization	NOUN	realization
of	ADP	of
himself	PRON	himself
.	PUNCT	.
Chet	PROPN	Chet
Bullard	PROPN	Bullard
,	PUNCT	,
Master	PROPN	Master
Pilot	PROPN	Pilot
;	PUNCT	;
he	PRON	he
was	AUX	be
Chet	PROPN	Chet
Bullard	PROPN	Bullard
...	PUNCT	...
and	CCONJ	and
a	DET	a
wall	NOUN	wall
of	ADP	of
water	NOUN	water
was	AUX	be
sweeping	VERB	sweep
under	ADP	under
him	PRON	he
from	ADP	from
the	DET	the
ocean	NOUN	ocean
to	PART	to
wipe	VERB	wipe
out	ADP	out
the	DET	the
great	ADJ	great
Harkness	PROPN	Harkness
Terminal	PROPN	Terminal
buildings	NOUN	building
....	PUNCT	....
It	PRON	it
was	AUX	be
Harkness	PROPN	Harkness
--	PUNCT	--
Walt	PROPN	Walt
Harkness	PROPN	Harkness
--	PUNCT	--
from	ADP	from
whom	PRON	whom
he	PRON	he
had	AUX	have
snatched	VERB	snatch
the	DET	the
controls	NOUN	control
....	PUNCT	....
To	PART	to
fly	VERB	fly
to	ADP	to
the	DET	the
Dark	PROPN	Dark
Moon	PROPN	Moon
,	PUNCT	,
of	ADP	of
course--	NOUN	course--
What	PRON	what
nonsense	NOUN	nonsense
was	AUX	be
that	DET	that
?	PUNCT	?
...	PUNCT	...
No	INTJ	no
,	PUNCT	,
it	PRON	it
was	AUX	be
true	ADJ	true
:	PUNCT	:
the	DET	the
Dark	PROPN	Dark
Moon	PROPN	Moon
had	AUX	have
raised	VERB	raise
the	DET	the
devil	NOUN	devil
with	ADP	with
things	NOUN	thing
on	ADP	on
Earth	PROPN	Earth
....	PUNCT	....
How	SCONJ	how
slowly	ADV	slowly
the	DET	the
thoughts	NOUN	thought
came	VERB	come
!	PUNCT	!
Why	SCONJ	why
could	AUX	could
n't	PART	not
he	PRON	he
remember	VERB	remember
?	PUNCT	?
...	PUNCT	...
Dark	PROPN	Dark
Moon!--and	CCONJ	moon!--and
they	PRON	they
were	AUX	be
flying	VERB	fly
through	ADP	through
space	NOUN	space
....	PUNCT	....
They	PRON	they
had	AUX	have
conquered	VERB	conquer
space	NOUN	space
;	PUNCT	;
they	PRON	they
were	AUX	be
landing	VERB	land
on	ADP	on
the	DET	the
Dark	PROPN	Dark
Moon	PROPN	Moon
that	PRON	that
was	AUX	be
brilliantly	ADV	brilliantly
alight	ADJ	alight
.	PUNCT	.
Walt	PROPN	Walt
Harkness	PROPN	Harkness
had	AUX	have
set	VERB	set
the	DET	the
ship	NOUN	ship
down	ADP	down
beautifully--	ADV	beautifully--
*	PUNCT	*
*	PUNCT	*
*	PUNCT	*
*	PUNCT	*
*	PUNCT	*
Then	ADV	then
,	PUNCT	,
crowding	VERB	crowd
upon	SCONJ	upon
one	NUM	one
another	DET	another
in	ADP	in
breath	NOUN	breath
-	PUNCT	-
taking	VERB	take
haste	NOUN	haste
,	PUNCT	,
came	VERB	come
clear	ADJ	clear
recollection	NOUN	recollection
of	ADP	of
past	ADJ	past
adventures	NOUN	adventure
:	PUNCT	:
They	PRON	they
were	AUX	be
upon	SCONJ	upon
the	DET	the
Dark	PROPN	Dark
Moon	PROPN	Moon
--	PUNCT	--
and	CCONJ	and
there	PRON	there
was	AUX	be
the	DET	the
girl	NOUN	girl
,	PUNCT	,
Diane	PROPN	Diane
.	PUNCT	.
They	PRON	they
must	AUX	must
save	VERB	save
Diane	PROPN	Diane
.	PUNCT	.
Harkness	PROPN	Harkness
had	AUX	have
gone	VERB	go
for	ADP	for
the	DET	the
ship	NOUN	ship
.	PUNCT	.
A	DET	a
savage	ADJ	savage
,	PUNCT	,
half	ADJ	half
-	PUNCT	-
human	ADJ	human
shape	NOUN	shape
was	AUX	be
raising	VERB	raise
a	DET	a
hairy	ADJ	hairy
arm	NOUN	arm
to	PART	to
drive	VERB	drive
a	DET	a
spear	NOUN	spear
toward	ADP	toward
Diane	PROPN	Diane
,	PUNCT	,
and	CCONJ	and
he	PRON	he
,	PUNCT	,
Chet	PROPN	Chet
,	PUNCT	,
was	AUX	be
leaping	VERB	leap
before	ADP	before
her	PRON	she
.	PUNCT	.
He	PRON	he
felt	VERB	feel
again	ADV	again
the	DET	the
lancet	NOUN	lancet
-	PUNCT	-
pain	NOUN	pain
of	ADP	of
that	DET	that
blade	NOUN	blade
....	PUNCT	....
And	CCONJ	and
now	ADV	now
he	PRON	he
was	AUX	be
dying	VERB	die
--	PUNCT	--
yes	INTJ	yes
,	PUNCT	,
he	PRON	he
remembered	VERB	remember
it	PRON	it
now	ADV	now
--	PUNCT	--
dying	VERB	die
in	ADP	in
the	DET	the
night	NOUN	night
on	ADP	on
a	DET	a
great	ADJ	great
,	PUNCT	,
sweeping	ADJ	sweeping
surface	NOUN	surface
of	ADP	of
frozen	ADJ	frozen
lava	NOUN	lava
....	PUNCT	....
It	PRON	it
was	AUX	be
only	ADV	only
a	DET	a
moment	NOUN	moment
before	ADV	before
that	SCONJ	that
he	PRON	he
had	AUX	have
opened	VERB	open
his	PRON	his
eyes	NOUN	eye
to	PART	to
see	VERB	see
Harkness	PROPN	Harkness
'	PART	'
strained	ADJ	strained
face	NOUN	face
and	CCONJ	and
the	DET	the
agonized	ADJ	agonized
look	NOUN	look
of	ADP	of
Diane	PROPN	Diane
as	ADP	as
the	DET	the
two	NUM	two
leaned	VERB	lean
above	ADP	above
him	PRON	he
....	PUNCT	....
But	CCONJ	but
now	ADV	now
he	PRON	he
felt	VERB	feel
stronger	ADJ	strong
.	PUNCT	.
He	PRON	he
must	AUX	must
see	VERB	see
them	PRON	they
again	ADV	again
....	PUNCT	....
He	PRON	he
opened	VERB	open
his	PRON	his
eyes	NOUN	eye
for	ADP	for
another	DET	another
look	NOUN	look
at	ADP	at
his	PRON	his
companions	NOUN	companion
--	PUNCT	--
and	CCONJ	and
,	PUNCT	,
instead	ADV	instead
of	ADP	of
black	ADJ	black
,	PUNCT	,
star	NOUN	star
-	PUNCT	-
pricked	ADJ	pricked
night	NOUN	night
on	ADP	on
a	DET	a
distant	ADJ	distant
globe	NOUN	globe
,	PUNCT	,
there	PRON	there
was	AUX	be
dazzling	VERB	dazzle
sunlight	NOUN	sunlight
.	PUNCT	.
No	DET	no
desolate	ADJ	desolate
lava	NOUN	lava
-	PUNCT	-
flow	NOUN	flow
,	PUNCT	,
this	DET	this
;	PUNCT	;
no	DET	no
thousand	NUM	thousand
fires	NOUN	fire
that	PRON	that
flared	VERB	flare
and	CCONJ	and
smoked	VERB	smoke
from	ADP	from
their	PRON	their
fumeroles	NOUN	fumerole
in	ADP	in
the	DET	the
dark	NOUN	dark
.	PUNCT	.
And	CCONJ	and
,	PUNCT	,
instead	ADV	instead
of	ADP	of
Harkness	PROPN	Harkness
and	CCONJ	and
the	DET	the
girl	NOUN	girl
,	PUNCT	,
Diane	PROPN	Diane
,	PUNCT	,
leaning	VERB	lean
over	ADP	over
him	PRON	he
there	PRON	there
was	AUX	be
a	DET	a
nurse	NOUN	nurse
who	PRON	who
laid	VERB	lay
one	NUM	one
cool	ADJ	cool
hand	NOUN	hand
upon	SCONJ	upon
his	PRON	his
blond	ADJ	blond
head	NOUN	head
and	CCONJ	and
who	PRON	who
spoke	VERB	speak
soothingly	ADV	soothingly
to	ADP	to
him	PRON	he
of	ADP	of
keeping	VERB	keep
quiet	ADJ	quiet
.	PUNCT	.
He	PRON	he
was	AUX	be
to	PART	to
take	VERB	take
it	PRON	it
easy	ADV	easy
--	PUNCT	--
he	PRON	he
would	AUX	would
understand	VERB	understand
later	ADV	later
--	PUNCT	--
and	CCONJ	and
everything	PRON	everything
was	AUX	be
all	ADV	all
right	ADJ	right
....	PUNCT	....
And	CCONJ	and
with	ADP	with
this	DET	this
assurance	NOUN	assurance
Chet	PROPN	Chet
Bullard	PROPN	Bullard
drifted	VERB	drift
again	ADV	again
into	ADP	into
sleep	NOUN	sleep
....	PUNCT	....
*	PUNCT	*
*	PUNCT	*
*	PUNCT	*
*	PUNCT	*
*	PUNCT	*
The	DET	the
blurring	VERB	blur
memories	NOUN	memory
had	AUX	have
lost	VERB	lose
their	PRON	their
distortions	NOUN	distortion
a	DET	a
week	NOUN	week
later	ADV	later
,	PUNCT	,
as	ADP	as
he	PRON	he
sat	VERB	sit
before	ADP	before
a	DET	a
broad	ADJ	broad
window	NOUN	window
in	ADP	in
his	PRON	his
room	NOUN	room
and	CCONJ	and
looked	VERB	look
out	ADP	out
over	ADP	over
the	DET	the
housetops	NOUN	housetop
of	ADP	of
Vienna	PROPN	Vienna
.	PUNCT	.
Again	ADV	again
he	PRON	he
was	AUX	be
himself	PRON	himself
,	PUNCT	,
Chet	PROPN	Chet
Bullard	PROPN	Bullard
,	PUNCT	,
with	ADP	with
a	DET	a
Master	PROPN	Master
Pilot	PROPN	Pilot
's	PART	's
rating	NOUN	rating
;	PUNCT	;
and	CCONJ	and
he	PRON	he
let	VERB	let
his	PRON	his
eyes	NOUN	eye
follow	VERB	follow
understandingly	ADV	understandingly
the	DET	the
moving	VERB	move
picture	NOUN	picture
of	ADP	of
the	DET	the
world	NOUN	world
outside	ADV	outside
.	PUNCT	.
It	PRON	it
was	AUX	be
good	ADJ	good
to	PART	to
be	AUX	be
part	NOUN	part
of	ADP	of
a	DET	a
world	NOUN	world
whose	DET	whose
every	NOUN	every
movement	NOUN	movement
he	PRON	he
understood	VERB	understand
.	PUNCT	.
Those	DET	those
cylinders	NOUN	cylinder
with	ADP	with
stubby	ADJ	stubby
wings	NOUN	wing
that	PRON	that
crossed	VERB	cross
and	CCONJ	and
recrossed	VERB	recrosse
the	DET	the
sky	NOUN	sky
;	PUNCT	;
their	PRON	their
sterns	NOUN	stern
showed	VERB	show
a	DET	a
jet	NOUN	jet
of	ADP	of
thin	ADJ	thin
vapor	NOUN	vapor
where	SCONJ	where
a	DET	a
continuous	ADJ	continuous
explosion	NOUN	explosion
of	ADP	of
detonite	NOUN	detonite
threw	VERB	throw
them	PRON	they
through	ADP	through
the	DET	the
air	NOUN	air
.	PUNCT	.
He	PRON	he
knew	VERB	know
them	PRON	they
all	DET	all
:	PUNCT	:
the	DET	the
pleasure	NOUN	pleasure
craft	NOUN	craft
,	PUNCT	,
the	DET	the
big	ADJ	big
,	PUNCT	,
red	ADJ	red
-	PUNCT	-
bellied	ADJ	bellied
freighters	NOUN	freighter
,	PUNCT	,
the	DET	the
sleek	ADJ	sleek
liners	NOUN	liner
,	PUNCT	,
whose	DET	whose
multiple	ADJ	multiple
helicopters	NOUN	helicopter
spun	VERB	spin
dazzlingly	ADV	dazzlingly
above	ADV	above
as	ADP	as
they	PRON	they
sank	VERB	sink
down	ADV	down
through	ADP	through
the	DET	the
shaft	NOUN	shaft
of	ADP	of
pale	ADJ	pale
-	PUNCT	-
green	ADJ	green
light	NOUN	light
that	PRON	that
marked	VERB	mark
a	DET	a
descending	VERB	descend
area	NOUN	area
.	PUNCT	.
That	DET	that
one	NUM	one
would	AUX	would
be	AUX	be
the	DET	the
China	PROPN	China
Mail	PROPN	Mail
.	PUNCT	.
Her	PRON	her
under	NOUN	under
-	PUNCT	-
ports	NOUN	port
were	AUX	be
open	ADJ	open
before	ADP	before
the	DET	the
hold	VERB	hold
-	PUNCT	-
down	ADP	down
clamps	NOUN	clamp
had	AUX	have
gripped	VERB	grip
her	PRON	she
;	PUNCT	;
the	DET	the
mail	NOUN	mail
would	AUX	would
pour	VERB	pour
out	ADP	out
in	ADP	in
an	DET	an
avalanche	NOUN	avalanche
of	ADP	of
pouches	NOUN	pouch
where	SCONJ	where
smaller	ADJ	small
mailships	NOUN	mailship
waited	VERB	wait
to	PART	to
distribute	VERB	distribute
the	DET	the
cargo	NOUN	cargo
across	ADP	across
the	DET	the
land	NOUN	land
.	PUNCT	.
And	CCONJ	and
the	DET	the
big	ADJ	big
fellow	NOUN	fellow
taking	VERB	take
off	ADV	off
,	PUNCT	,
her	PRON	her
hull	NOUN	hull
banded	VERB	band
with	ADP	with
blue	NOUN	blue
,	PUNCT	,
was	AUX	be
one	NUM	one
of	ADP	of
Schwartzmann	PROPN	Schwartzmann
's	PART	's
liners	NOUN	liner
.	PUNCT	.
He	PRON	he
wondered	VERB	wonder
what	PRON	what
had	AUX	have
become	VERB	become
of	ADP	of
Schwartzmann	PROPN	Schwartzmann
,	PUNCT	,
the	DET	the
man	NOUN	man
who	PRON	who
had	AUX	have
tried	VERB	try
to	PART	to
rob	VERB	rob
Harkness	PROPN	Harkness
of	ADP	of
his	PRON	his
ship	NOUN	ship
;	PUNCT	;
who	PRON	who
had	AUX	have
brought	VERB	bring
the	DET	the
patrol	NOUN	patrol
ships	NOUN	ship
upon	SCONJ	upon
them	PRON	they
in	ADP	in
an	DET	an
effort	NOUN	effort
to	PART	to
prevent	VERB	prevent
their	PRON	their
take	NOUN	take
-	PUNCT	-
off	NOUN	off
on	ADP	on
that	DET	that
wild	ADJ	wild
trip	NOUN	trip
.	PUNCT	.
For	ADP	for
that	DET	that
matter	NOUN	matter
,	PUNCT	,
what	PRON	what
had	AUX	have
become	VERB	become
of	ADP	of
Harkness	PROPN	Harkness
?	PUNCT	?
Chet	PROPN	Chet
Bullard	PROPN	Bullard
was	AUX	be
seriously	ADV	seriously
disturbed	ADJ	disturbed
at	ADP	at
the	DET	the
absence	NOUN	absence
of	ADP	of
any	DET	any
word	NOUN	word
beyond	ADP	beyond
the	DET	the
one	NUM	one
message	NOUN	message
that	PRON	that
had	AUX	have
been	AUX	be
waiting	VERB	wait
for	ADP	for
him	PRON	he
when	SCONJ	when
he	PRON	he
regained	VERB	regain
consciousness	NOUN	consciousness
.	PUNCT	.
He	PRON	he
drew	VERB	draw
that	DET	that
message	NOUN	message
from	ADP	from
a	DET	a
pocket	NOUN	pocket
of	ADP	of
his	PRON	his
dressing	NOUN	dressing
gown	NOUN	gown
and	CCONJ	and
read	VERB	read
it	PRON	it
again	ADV	again
:	PUNCT	:
""""	PUNCT	""""
Chet	PROPN	Chet
,	PUNCT	,
old	ADJ	old
fellow	NOUN	fellow
,	PUNCT	,
lie	VERB	lie
low	ADJ	low
.	PUNCT	.
S	PROPN	S
has	AUX	have
vanished	VERB	vanish
.	PUNCT	.
Means	VERB	mean
mischief	NOUN	mischief
.	PUNCT	.
Think	VERB	think
best	ADJ	good
not	PART	not
to	PART	to
see	VERB	see
you	PRON	you
or	CCONJ	or
reveal	VERB	reveal
your	PRON	your
whereabouts	NOUN	whereabouts
until	ADP	until
our	PRON	our
position	NOUN	position
firmly	ADV	firmly
established	VERB	establish
.	PUNCT	.
Have	AUX	have
concealed	VERB	conceal
ship	NOUN	ship
.	PUNCT	.
Remember	VERB	remember
,	PUNCT	,
S	PROPN	S
will	AUX	will
stop	VERB	stop
at	ADP	at
nothing	PRON	nothing
.	PUNCT	.
Trying	VERB	try
to	PART	to
discredit	VERB	discredit
us	PRON	we
,	PUNCT	,
but	CCONJ	but
the	DET	the
gas	NOUN	gas
I	PRON	I
brought	VERB	bring
will	AUX	will
fix	VERB	fix
all	DET	all
that	DET	that
.	PUNCT	.
Get	VERB	get
yourself	PRON	yourself
well	ADV	well
.	PUNCT	.
We	PRON	we
are	AUX	be
planning	VERB	plan
to	PART	to
go	VERB	go
back	ADV	back
,	PUNCT	,
of	ADP	of
course	NOUN	course
.	PUNCT	.
Walt	PROPN	Walt
.	PUNCT	.
""""	PUNCT	""""
Chet	PROPN	Chet
returned	VERB	return
the	DET	the
folded	VERB	fold
message	NOUN	message
to	ADP	to
his	PRON	his
pocket	NOUN	pocket
.	PUNCT	.
He	PRON	he
arose	VERB	arise
and	CCONJ	and
walked	VERB	walk
about	ADP	about
the	DET	the
room	NOUN	room
to	PART	to
test	VERB	test
his	PRON	his
returning	VERB	return
strength	NOUN	strength
:	PUNCT	:
to	PART	to
remain	VERB	remain
idle	ADJ	idle
was	AUX	be
becoming	VERB	become
increasingly	ADV	increasingly
difficult	ADJ	difficult
.	PUNCT	.
He	PRON	he
wanted	VERB	want
to	PART	to
see	VERB	see
Walter	PROPN	Walter
Harkness	PROPN	Harkness
,	PUNCT	,
talk	VERB	talk
with	ADP	with
him	PRON	he
,	PUNCT	,
plan	VERB	plan
for	ADP	for
their	PRON	their
return	NOUN	return
to	ADP	to
the	DET	the
wonder	NOUN	wonder
-	PUNCT	-
world	NOUN	world
they	PRON	they
had	AUX	have
found	VERB	find
.	PUNCT	.
*	PUNCT	*
*	PUNCT	*
*	PUNCT	*
*	PUNCT	*
*	PUNCT	*
Instead	ADV	instead
he	PRON	he
dropped	VERB	drop
again	ADV	again
into	ADP	into
his	PRON	his
chair	NOUN	chair
and	CCONJ	and
touched	VERB	touch
a	DET	a
knob	NOUN	knob
on	ADP	on
the	DET	the
newscaster	NOUN	newscaster
beside	ADP	beside
him	PRON	he
.	PUNCT	.
A	DET	a
voice	NOUN	voice
,	PUNCT	,
hushed	VERB	hush
to	ADP	to
the	DET	the
requirements	NOUN	requirement
of	ADP	of
these	DET	these
hospital	NOUN	hospital
precincts	NOUN	precinct
spoke	VERB	speak
softly	ADV	softly
of	ADP	of
