[	X	[
Frontispiece	NOUN	frontispiece
:	PUNCT	:
They	PRON	they
stopped	VERB	stop
and	CCONJ	and
had	AUX	have
a	DET	a
drink	NOUN	drink
of	ADP	of
the	DET	the
cool	ADJ	cool
water	NOUN	water
]	X	]
THE	DET	the
EARLY	PROPN	EARLY
BIRD	PROPN	BIRD
_	PUNCT	_
A	DET	a
Business	NOUN	business
Man	NOUN	man
's	PART	's
Love	NOUN	love
Story	PROPN	Story
_	PUNCT	_
BY	ADP	by
GEORGE	PROPN	GEORGE
RANDOLPH	PROPN	RANDOLPH
CHESTER	PROPN	CHESTER
Author	NOUN	author
of	ADP	of
THE	DET	the
MAKING	PROPN	MAKING
OF	ADP	of
BOBBY	PROPN	BOBBY
BURNIT	PROPN	BURNIT
WITH	PROPN	WITH
ILLUSTRATIONS	PROPN	ILLUSTRATIONS
BY	PROPN	BY
ARTHUR	PROPN	ARTHUR
WILLIAM	PROPN	WILLIAM
BROWN	PROPN	BROWN
INDIANAPOLIS	PROPN	INDIANAPOLIS
THE	DET	the
BOBBS	PROPN	BOBBS
-	PUNCT	-
MERRILL	PROPN	MERRILL
COMPANY	PROPN	COMPANY
PUBLISHERS	PROPN	PUBLISHERS
COPYRIGHT	PROPN	COPYRIGHT
1910	PROPN	1910
THE	DET	the
BOBBS	PROPN	BOBBS
-	PUNCT	-
MERRILL	PROPN	MERRILL
COMPANY	PROPN	COMPANY
CONTENTS	NOUN	content
CHAPTER	X	chapter
I	PRON	I
A	DET	a
VERY	ADV	very
BUSY	ADJ	busy
YOUNG	ADJ	young
MAN	PROPN	MAN
II	PROPN	II
MR	PROPN	MR
.	PROPN	.
TURNER	PROPN	TURNER
PLUNGES	VERB	plunge
III	X	iii
A	DET	a
MATTER	NOUN	matter
OF	ADP	of
DELICACY	NOUN	delicacy
IV	PROPN	IV
GREEK	NOUN	greek
MEETS	VERB	meet
GREEK	PROPN	GREEK
V	PROPN	V
MISS	PROPN	MISS
JOSEPHINE	PROPN	JOSEPHINE
'S	PART	's
FATHER	PROPN	FATHER
VI	PROPN	VI
MARASCHINO	PROPN	MARASCHINO
CHOCOLATES	NOUN	chocolate
VII	X	vii
A	DET	a
DANCE	NOUN	dance
NUMBER	NOUN	number
VIII	X	viii
NOT	PART	not
SAM	VERB	SAM
'S	AUX	be
FAULT	VERB	fault
THIS	DET	this
TIME	NOUN	time
IX	NUM	ix
A	DET	a
VIOLENT	ADJ	violent
FLIRT	NOUN	flirt
X	NOUN	x
A	DET	a
PIANOLA	PROPN	PIANOLA
TRAINING	NOUN	training
XI	PROPN	XI
THE	DET	the
WESTLAKES	PROPN	WESTLAKES
INVEST	PROPN	INVEST
XII	X	xii
ANOTHER	DET	another
MISSED	VERB	miss
APPOINTMENT	NOUN	appointment
XIII	X	xiii
A	DET	a
RIDE	NOUN	ride
WITH	ADP	with
MISS	PROPN	MISS
STEVENS	PROPN	STEVENS
XIV	PROPN	XIV
MATRIMONIAL	PROPN	MATRIMONIAL
ELIGIBILITY	PROPN	ELIGIBILITY
XV	PROPN	XV
THE	DET	the
HERO	NOUN	hero
OF	ADP	of
THE	DET	the
HOUR	NOUN	hour
XVI	X	xvi
AN	DET	an
INTERRUPTED	VERB	interrupt
PROPOSAL	PROPN	PROPOSAL
XVII	X	xvii
SHE	PRON	she
CALLS	VERB	call
HIM	PRON	he
SAM	PROPN	SAM
!	PROPN	!
XVIII	PROPN	XVIII
A	DET	a
BUSINESS	NOUN	business
PARTNER	NOUN	partner
ILLUSTRATIONS	NOUN	illustration
They	PRON	they
stopped	VERB	stop
and	CCONJ	and
had	AUX	have
a	DET	a
drink	NOUN	drink
of	ADP	of
the	DET	the
cool	ADJ	cool
water	NOUN	water
.	PUNCT	.
.	PUNCT	.
.	PUNCT	.
_	X	_
Frontispiece	NOUN	frontispiece
_	X	_
They	PRON	they
waylaid	VERB	waylay
him	PRON	he
on	ADP	on
the	DET	the
porch	NOUN	porch
Hepseba	PROPN	Hepseba
studied	VERB	study
him	PRON	he
from	ADP	from
head	NOUN	head
to	ADP	to
foot	NOUN	foot
Sam	PROPN	Sam
played	VERB	play
again	ADV	again
the	DET	the
plaintive	ADJ	plaintive
little	ADJ	little
air	NOUN	air
""""	PUNCT	""""
I	PRON	I
do	AUX	do
n't	PART	not
like	VERB	like
to	PART	to
worry	VERB	worry
you	PRON	you
,	PUNCT	,
Sam	PROPN	Sam
""""	PUNCT	""""
""""	PUNCT	""""
Excuse	VERB	excuse
me	PRON	I
!	PUNCT	!
""""	PUNCT	""""
stammered	VERB	stammer
Mr.	PROPN	Mr.
Stevens	PROPN	Stevens
THE	DET	the
EARLY	ADJ	early
BIRD	NOUN	bird
CHAPTER	NOUN	chapter
I	NOUN	i
WHEREIN	ADP	wherein
A	DET	a
VERY	ADV	very
BUSY	ADJ	busy
YOUNG	ADJ	young
MAN	NOUN	man
STARTS	VERB	start
ON	ADP	on
AN	DET	an
ABSOLUTE	ADJ	absolute
REST	NOUN	rest
The	DET	the
youngish	ADJ	youngish
-	PUNCT	-
looking	VERB	look
man	NOUN	man
who	PRON	who
so	ADV	so
vigorously	ADV	vigorously
swung	VERB	swing
off	ADP	off
the	DET	the
train	NOUN	train
at	ADP	at
Restview	PROPN	Restview
,	PUNCT	,
wore	VERB	wear
a	DET	a
pair	NOUN	pair
of	ADP	of
intensely	ADV	intensely
dark	ADJ	dark
blue	ADJ	blue
eyes	NOUN	eye
which	DET	which
immediately	ADV	immediately
photographed	VERB	photograph
everything	PRON	everything
within	ADP	within
their	PRON	their
range	NOUN	range
of	ADP	of
vision	NOUN	vision
--	PUNCT	--
flat	ADJ	flat
green	NOUN	green
country	NOUN	country
,	PUNCT	,
shaded	VERB	shade
farm	NOUN	farm
-	PUNCT	-
houses	NOUN	house
,	PUNCT	,
encircling	VERB	encircle
wooded	ADJ	wooded
hills	NOUN	hill
and	CCONJ	and
all	DET	all
--	PUNCT	--
weighed	VERB	weigh
it	VERB	it
and	CCONJ	and
sorted	VERB	sort
it	PRON	it
and	CCONJ	and
filed	VERB	file
it	PRON	it
away	ADV	away
for	ADP	for
future	ADJ	future
reference	NOUN	reference
;	PUNCT	;
and	CCONJ	and
his	PRON	his
clothes	NOUN	clothe
clung	VERB	cling
on	ADP	on
him	PRON	he
with	ADP	with
almost	ADV	almost
that	DET	that
enviable	ADJ	enviable
fit	NOUN	fit
found	VERB	find
only	ADV	only
in	NOUN	in
advertisements	NOUN	advertisement
.	PUNCT	.
Immediately	ADV	immediately
he	PRON	he
threw	VERB	throw
his	PRON	his
luggage	NOUN	luggage
into	ADP	into
the	DET	the
tonneau	NOUN	tonneau
of	ADP	of
the	DET	the
dingy	ADJ	dingy
automobile	NOUN	automobile
drawn	VERB	draw
up	ADP	up
at	ADP	at
the	DET	the
side	NOUN	side
of	ADP	of
the	DET	the
lonely	ADJ	lonely
platform	NOUN	platform
,	PUNCT	,
and	CCONJ	and
promptly	ADV	promptly
climbed	VERB	climb
in	ADV	in
after	ADP	after
it	PRON	it
.	PUNCT	.
Spurred	VERB	spur
into	ADP	into
purely	ADV	purely
mechanical	ADJ	mechanical
action	NOUN	action
by	ADP	by
this	DET	this
silent	ADJ	silent
decisiveness	NOUN	decisiveness
,	PUNCT	,
the	DET	the
driver	NOUN	driver
,	PUNCT	,
a	DET	a
grizzled	ADJ	grizzled
graduate	NOUN	graduate
from	ADP	from
a	DET	a
hay	NOUN	hay
wagon	NOUN	wagon
,	PUNCT	,
and	CCONJ	and
a	DET	a
born	VERB	bear
grump	NOUN	grump
,	PUNCT	,
as	ADV	as
promptly	ADV	promptly
and	CCONJ	and
as	ADP	as
silently	ADV	silently
started	VERB	start
his	PRON	his
machine	NOUN	machine
.	PUNCT	.
The	DET	the
crisp	ADJ	crisp
and	CCONJ	and
perfect	ADJ	perfect
start	NOUN	start
,	PUNCT	,
however	ADV	however
,	PUNCT	,
was	AUX	be
given	VERB	give
check	NOUN	check
by	ADP	by
a	DET	a
peremptory	ADJ	peremptory
voice	NOUN	voice
from	ADP	from
the	DET	the
platform	NOUN	platform
.	PUNCT	.
""""	PUNCT	""""
Hey	INTJ	hey
,	PUNCT	,
you	PRON	you
!	PUNCT	!
""""	PUNCT	""""
rasped	VERB	rasp
the	DET	the
voice	NOUN	voice
.	PUNCT	.
""""	PUNCT	""""
Come	VERB	come
back	ADV	back
here	ADV	here
!	PUNCT	!
""""	PUNCT	""""
As	ADP	as
there	PRON	there
were	AUX	be
positively	ADV	positively
no	DET	no
other	ADJ	other
""""	PUNCT	""""
Hey	INTJ	hey
yous	PRON	yous
""""	PUNCT	""""
in	ADP	in
the	DET	the
landscape	NOUN	landscape
,	PUNCT	,
the	DET	the
driver	NOUN	driver
and	CCONJ	and
the	DET	the
alert	ADJ	alert
young	ADJ	young
man	NOUN	man
each	DET	each
acknowledged	VERB	acknowledge
to	ADP	to
the	DET	the
name	NOUN	name
,	PUNCT	,
and	CCONJ	and
turned	VERB	turn
to	PART	to
see	VERB	see
an	DET	an
elderly	ADJ	elderly
gentleman	NOUN	gentleman
,	PUNCT	,
with	ADP	with
a	DET	a
most	ADV	most
aggressive	ADJ	aggressive
beard	NOUN	beard
and	CCONJ	and
solid	ADJ	solid
corpulency	NOUN	corpulency
,	PUNCT	,
gesticulating	VERB	gesticulate
at	ADP	at
them	PRON	they
with	ADP	with
much	ADJ	much
vigor	NOUN	vigor
and	CCONJ	and
earnestness	NOUN	earnestness
.	PUNCT	.
Standing	VERB	stand
beside	ADP	beside
him	PRON	he
was	AUX	be
a	DET	a
slender	ADJ	slender
sort	NOUN	sort
of	ADP	of
girl	NOUN	girl
in	ADP	in
a	DET	a
green	ADJ	green
outfit	NOUN	outfit
,	PUNCT	,
with	ADP	with
very	ADV	very
large	ADJ	large
brown	ADJ	brown
eyes	NOUN	eye
