provided	VERB	provide
by	ADP	by
the	DET	the
Internet	PROPN	Internet
Archive	PROPN	Archive
THE	DET	the
MUTABLE	ADJ	mutable
MANY	PROPN	MANY
A	PROPN	A
Novel	PROPN	Novel
By	ADP	by
Robert	PROPN	Robert
Barr	PROPN	Barr
Second	ADJ	second
Edition	NOUN	edition
“	PUNCT	""""
For	ADP	for
the	DET	the
imitable	ADJ	imitable
,	PUNCT	,
rank	NOUN	rank
-	PUNCT	-
scented	VERB	scent
many	ADJ	many
,	PUNCT	,
let	VERB	let
them	PRON	they
Regard	VERB	regard
me	PRON	I
as	ADP	as
I	PRON	I
do	AUX	do
not	PART	not
flatter	VERB	flatter
,	PUNCT	,
and	CCONJ	and
Therein	ADV	therein
behold	VERB	behold
themselves	PRON	themselves
?	PUNCT	?
--CORIOLANUS	PROPN	--CORIOLANUS
.	PUNCT	.
London	PROPN	London
:	PUNCT	:
Frederick	PROPN	Frederick
A.	PROPN	A.
Stokes	PROPN	Stokes
Company	PROPN	Company
1896	NUM	1896
:	PUNCT	:
0001	NUM	0001
]	X	]
:	PUNCT	:
0007	X	0007
]	X	]
He	PRON	he
that	PRON	that
trusts	VERB	trust
you	PRON	you
,	PUNCT	,
Where	SCONJ	where
he	PRON	he
should	AUX	should
find	VERB	find
you	PRON	you
lions	NOUN	lion
,	PUNCT	,
finds	VERB	find
you	PRON	you
hares	NOUN	hare
;	PUNCT	;
Where	SCONJ	where
foxes	NOUN	fox
,	PUNCT	,
geese	NOUN	goose
.	PUNCT	.
You	PRON	you
are	AUX	be
no	DET	no
surer	ADJ	sure
,	PUNCT	,
no	INTJ	no
,	PUNCT	,
Than	X	than
is	AUX	be
the	DET	the
coal	NOUN	coal
of	ADP	of
fire	NOUN	fire
upon	SCONJ	upon
the	DET	the
ice	NOUN	ice
,	PUNCT	,
Or	CCONJ	or
hailstone	NOUN	hailstone
in	ADP	in
the	DET	the
sun	NOUN	sun
.	PUNCT	.
Your	PRON	your
virtue	NOUN	virtue
is	AUX	be
,	PUNCT	,
To	PART	to
make	VERB	make
him	PRON	he
worthy	ADJ	worthy
,	PUNCT	,
whose	DET	whose
offence	NOUN	offence
subdues	VERB	subdue
him	PRON	he
And	CCONJ	and
curse	VERB	curse
that	SCONJ	that
justice	NOUN	justice
did	AUX	do
it	PRON	it
.	PUNCT	.
Who	PRON	who
deserves	VERB	deserve
greatness	NOUN	greatness
,	PUNCT	,
Deserves	VERB	deserve
your	PRON	your
hate	NOUN	hate
:	PUNCT	:
and	CCONJ	and
your	PRON	your
affections	NOUN	affection
are	AUX	be
A	DET	a
sick	ADJ	sick
man	NOUN	man
's	PART	's
appetite	NOUN	appetite
,	PUNCT	,
who	PRON	who
desires	VERB	desire
most	ADV	most
that	DET	that
Which	DET	which
would	AUX	would
increase	VERB	increase
his	PRON	his
evil	NOUN	evil
.	PUNCT	.
He	PRON	he
that	PRON	that
depends	VERB	depend
Upon	SCONJ	upon
your	PRON	your
favours	NOUN	favour
,	PUNCT	,
swims	VERB	swim
with	ADP	with
fins	NOUN	fin
of	ADP	of
lead	NOUN	lead
,	PUNCT	,
And	CCONJ	and
hews	VERB	hew
down	ADP	down
oaks	NOUN	oak
with	ADP	with
rushes	NOUN	rush
..	PUNCT	..
Hang	VERB	hang
ye	PRON	ye
!	PUNCT	!
Trust	VERB	trust
ye	PRON	ye
?	PUNCT	?
With	ADP	with
every	DET	every
minute	NOUN	minute
you	PRON	you
do	AUX	do
change	VERB	change
a	DET	a
mind	NOUN	mind
;	PUNCT	;
And	CCONJ	and
call	VERB	call
him	PRON	he
noble	ADJ	noble
that	PRON	that
was	AUX	be
now	ADV	now
your	PRON	your
hate	NOUN	hate
,	PUNCT	,
Him	PRON	he
vile	ADJ	vile
,	PUNCT	,
that	PRON	that
was	AUX	be
now	ADV	now
your	PRON	your
garland	NOUN	garland
.	PUNCT	.
”	PUNCT	""""
Coriolanus	PROPN	Coriolanus
.	PUNCT	.
THE	DET	the
MUTABLE	ADJ	mutable
MANY	NOUN	many
CHAPTER	NOUN	chapter
I.	NUM	i.
The	DET	the
office	NOUN	office
of	ADP	of
Monkton	PROPN	Monkton
&	CCONJ	&
Hope	PROPN	Hope
's	PART	's
great	ADJ	great
factory	NOUN	factory
hung	VERB	hang
between	ADP	between
heaven	NOUN	heaven
and	CCONJ	and
earth	NOUN	earth
,	PUNCT	,
and	CCONJ	and
,	PUNCT	,
at	ADP	at
the	DET	the
particular	ADJ	particular
moment	NOUN	moment
John	PROPN	John
Sartwell	PROPN	Sartwell
,	PUNCT	,
manager	NOUN	manager
,	PUNCT	,
stood	VERB	stand
looking	VERB	look
out	ADP	out
of	ADP	of
the	DET	the
window	NOUN	window
towards	ADP	towards
the	DET	the
gates	NOUN	gate
,	PUNCT	,
heaven	NOUN	heaven
consisted	VERB	consist
of	ADP	of
a	DET	a
brooding	VERB	brood
London	PROPN	London
fog	NOUN	fog
suspended	VERB	suspend
a	DET	a
hundred	NUM	hundred
feet	NOUN	foot
above	ADP	above
the	DET	the
town	NOUN	town
,	PUNCT	,
hesitating	VERB	hesitate
to	PART	to
fall	VERB	fall
,	PUNCT	,
while	SCONJ	while
earth	NOUN	earth
was	AUX	be
represented	VERB	represent
by	ADP	by
a	DET	a
sticky	ADJ	sticky
black	ADJ	black
-	PUNCT	-
