Proofreaders	NOUN	proofreader
CALVERT	PROPN	CALVERT
OF	ADP	of
STRATHORE	PROPN	STRATHORE
BY	PROPN	BY
CARTER	PROPN	CARTER
GOODLOE	PROPN	GOODLOE
1903	NUM	1903
CONTENTS	NOUN	content
I.	PUNCT	I.
The	DET	the
Legation	NOUN	legation
at	ADP	at
Paris	PROPN	Paris
II	X	ii
.	PUNCT	.
The	DET	the
France	PROPN	France
Of	ADP	of
1789	NUM	1789
III	NUM	iii
.	PUNCT	.
""""	PUNCT	""""
The	DET	the
Lass	NOUN	lass
with	ADP	with
the	DET	the
Delicate	ADJ	delicate
Air	NOUN	air
""""	PUNCT	""""
IV	NUM	iv
.	PUNCT	.
At	ADP	at
the	DET	the
Palais	PROPN	Palais
Royal	PROPN	Royal
V.	PUNCT	V.
The	DET	the
Private	ADJ	private
Secretary	NOUN	secretary
VI	NUM	vi
.	PUNCT	.
Mr.	PROPN	Mr.
Calvert	PROPN	Calvert
Meets	VERB	meet
Old	ADJ	old
and	CCONJ	and
New	ADJ	new
Friends	NOUN	friend
VII	NUM	vii
.	PUNCT	.
An	DET	an
Afternoon	NOUN	afternoon
on	ADP	on
the	DET	the
Ice	NOUN	ice
VIII	NUM	viii
.	PUNCT	.
The	DET	the
Americans	PROPN	Americans
are	AUX	be
Made	VERB	make
Welcome	ADJ	welcome
in	ADP	in
Paris	PROPN	Paris
IX	NUM	ix
.	PUNCT	.
In	ADP	in
which	DET	which
Mr.	PROPN	Mr.
Calvert	PROPN	Calvert
's	PART	's
Good	ADJ	good
Intentions	NOUN	intention
Miscarry	VERB	miscarry
X.	PUNCT	X.
At	ADP	at
Versailles	PROPN	Versailles
XI	NOUN	xi
.	PUNCT	.
Mr.	PROPN	Mr.
Calvert	PROPN	Calvert
Attends	VERB	attend
the	DET	the
King	NOUN	king
's	PART	's
Levee	NOUN	levee
XII	NUM	xii
.	PUNCT	.
The	DET	the
Fourth	NOUN	fourth
and	CCONJ	and
the	DET	the
Fourteenth	ADJ	fourteenth
of	ADP	of
July	PROPN	July
XIII	NUM	xiii
.	PUNCT	.
Monsieur	PROPN	Monsieur
de	X	de
Lafayette	PROPN	Lafayette
Brings	VERB	bring
Friends	NOUN	friend
to	ADP	to
a	DET	a
Dinner	NOUN	dinner
at	ADP	at
the	DET	the
Legation	NOUN	legation
XIV	NOUN	xiv
.	PUNCT	.
Mr.	PROPN	Mr.
Calvert	PROPN	Calvert
Rides	VERB	ride
Down	ADP	down
into	ADP	into
Touraine	PROPN	Touraine
XV	PROPN	XV
.	PUNCT	.
Christmas	PROPN	Christmas
Eve	PROPN	Eve
XVI	NUM	xvi
.	PUNCT	.
Mr.	PROPN	Mr.
Calvert	PROPN	Calvert
Tries	VERB	try
to	PART	to
Forget	VERB	forget
XVII	NUM	xvii
.	PUNCT	.
Mr.	PROPN	Mr.
Calvert	PROPN	Calvert
Meets	VERB	meet
an	DET	an
Old	ADJ	old
Enemy	NOUN	enemy
XVIII	NUM	xviii
.	PUNCT	.
Mr.	PROPN	Mr.
Calvert	PROPN	Calvert
Fights	VERB	fight
a	DET	a
Duel	NOUN	duel
XIX	NUM	xix
.	PUNCT	.
In	ADP	in
which	DET	which
an	DET	an
Unlooked	VERB	unlooke
-	PUNCT	-
for	ADP	for
Event	NOUN	event
Takes	VERB	take
Place	NOUN	place
XX	NUM	xx
.	PUNCT	.
Mr.	PROPN	Mr.
Calvert	PROPN	Calvert
Sees	VERB	see
a	DET	a
Short	ADJ	short
Campaign	NOUN	campaign
under	ADP	under
Lafayette	PROPN	Lafayette
XXI	NUM	xxi
.	PUNCT	.
Mr.	PROPN	Mr.
Calvert	PROPN	Calvert
Quits	VERB	quit
the	DET	the
Army	NOUN	army
