id	title	author	authoryearofbirth	authoryearofdeath	subgenre	historical	scifi	lovestory	detective	downloads	type	subjects	language	length
PG3289	The Valley of Fear	Doyle, Arthur Conan	1859	1930	detective	no	no	no	yes	1658	Text	{'Holmes, Sherlock (Fictitious character) -- Fiction', 'Detective and mystery stories', 'Private investigators -- England -- Fiction'}	['en']	52599
PG10575	The Profiteers	Oppenheim, E. Phillips (Edward Phillips)	1866	1946	detective	no	no	no	yes	16	Text	{'Detective and mystery stories'}	['en']	52606
PG18965	The Substitute Prisoner	Marcin, Max	1879	1948	detective	no	no	no	yes	32	Text	{'Detective and mystery stories'}	['en']	52646
PG12750	The Stolen Bacillus and Other Incidents	Wells, H. G. (Herbert George)	1866	1946	scifi	no	yes	no	no	401	Text	{'Science fiction, English', 'Short stories, English'}	['en']	52682
PG57489	Omega: The Last days of the World	Flammarion, Camille	1842	1925	scifi	no	yes	no	no	64	Text	{'Science fiction', 'End of the world -- Fiction'}	['en']	52692
PG27471	The Wall Between	Bassett, Sara Ware	1872	1968	lovestory	no	no	yes	no	29	Text	{'Neighbors -- Fiction', 'Love stories', 'New Hampshire -- Fiction'}	['en']	52728
PG20945	Patty Blossom	Wells, Carolyn	1862	1942	lovestory	no	no	yes	no	30	Text	{'Love stories', 'Young women -- Juvenile fiction'}	['en']	52828
PG67004	The Young Continentals at Lexington	McIntyre, John T. (John Thomas)	1871	1951	historical	yes	no	no	no	33	Text	{'United States -- History -- Revolution, 1775-1783 -- Juvenile fiction', 'Lexington, Battle of, Lexington, Mass., 1775 -- Juvenile fiction', 'Historical fiction'}	['en']	52843
PG3776	The Valley of Fear	Doyle, Arthur Conan	1859	1930	detective	no	no	no	yes	119	Text	{'Holmes, Sherlock (Fictitious character) -- Fiction', 'Detective and mystery stories', 'Private investigators -- England -- Fiction'}	['en']	52879
PG5002	The Rover Boys in Business; Or, The Search for the Missing Bonds	Stratemeyer, Edward	1862	1930	detective	no	no	no	yes	167	Text	{'Detective and mystery stories', 'New York (N.Y.) -- Juvenile fiction', 'Brothers -- Juvenile fiction', 'College students -- Juvenile fiction'}	['en']	52969
PG36335	The Secret of Lonesome Cove	Adams, Samuel Hopkins	1871	1958	detective	no	no	no	yes	75	Text	{'Detective and mystery stories', 'New England -- Fiction'}	['en']	52987
PG1695	The Man Who Was Thursday: A Nightmare	Chesterton, G. K. (Gilbert Keith)	1874	1936	detective	no	no	no	yes	1512	Text	{'Anarchists -- Fiction', 'Fantasy fiction', 'Detective and mystery stories', 'Allegories', 'London (England) -- Fiction', 'Police -- Fiction'}	['en']	52988
PG66806	The Young Continentals at Trenton	McIntyre, John T. (John Thomas)	1871	1951	historical	yes	no	no	no	26	Text	{'New York (N.Y.) -- History -- Juvenile fiction', 'United States -- History -- Revolution, 1775-1783 -- Juvenile fiction', 'Soldiers -- Juvenile fiction', 'Historical fiction', 'War stories'}	['en']	53007
PG22754	Masters of Space	Evans, E. Everett (Edward Everett)	1893	1958	scifi	no	yes	no	no	162	Text	{'Science fiction'}	['en']	53025
PG49638	Frank Reade and His Steam Horse	Senarens, Luis	1863	1939	scifi	no	yes	no	no	30	Text	{'Dime novels', 'Adventure stories', 'Inventors -- United States -- Fiction', 'American fiction -- 19th century', 'Popular literature -- United States', 'Science fiction', 'Western stories'}	['en']	53059
PG70972	The man-killers	Coolidge, Dane	1873	1940	lovestory	no	no	yes	no	50	Text	{'Arizona -- Fiction', 'Love stories', 'Western stories', 'Vendetta -- Fiction'}	['en']	53067
PG26396	No Clue!: A Mystery Story	Hay, James	1881	1936	detective	no	no	no	yes	51	Text	{'American fiction -- 20th century', 'Detective and mystery stories, American'}	['en']	53079
PG26637	The Mystery of the Green Ray	Le Queux, William	1864	1927	scifi	no	yes	no	no	41	Text	{'Science fiction'}	['en']	53406
PG61208	Sydney Lisle, the Heiress of St. Quentin	Moore, Dorothea	1880	1933	lovestory	no	no	yes	no	39	Text	{'Young women -- Juvenile fiction', 'England -- Social life and customs -- Juvenile fiction', 'Love stories', 'Inheritance and succession -- Juvenile fiction', 'Adopted children -- Juvenile fiction'}	['en']	53633
PG53097	The Murder of Delicia	Corelli, Marie	1855	1924	detective	no	no	no	yes	60	Text	{'Detective and mystery stories', 'English fiction -- 19th century'}	['en']	53664
PG21891	The Brand of Silence: A Detective Story	McCulley, Johnston	1883	1958	detective	no	no	no	yes	84	Text	{'Detective and mystery stories', 'American fiction -- 20th century'}	['en']	53681
PG2350	His Last Bow: An Epilogue of Sherlock Holmes	Doyle, Arthur Conan	1859	1930	detective	no	no	no	yes	791	Text	{'Holmes, Sherlock (Fictitious character) -- Fiction', 'Detective and mystery stories', 'Private investigators -- England -- Fiction'}	['en']	53702
PG55961	The Millionaire Mystery	Hume, Fergus	1859	1932	detective	no	no	no	yes	41	Text	{'Millionaires -- Fiction', 'Detective and mystery stories'}	['en']	53783
PG56780	The Hemlock Avenue Mystery	Long, Lily A. (Lily Augusta)	1862	1927	detective	no	no	no	yes	62	Text	{'Detective and mystery stories', 'Journalists -- United States -- Fiction'}	['en']	53802
PG13289	The Certainty of a Future Life in Mars: Being the Posthumous Papers of Bradford Torrey Dodd	Gratacap, L. P. (Louis Pope)	1851	1917	scifi	no	yes	no	no	28	Text	{'Mars (Planet) -- Fiction', 'Science fiction'}	['en']	53824
PG65957	Joan, the Curate	Warden, Florence	1857	1929	lovestory	no	no	yes	no	51	Text	{'Love stories', 'Adventure stories', 'England -- Social life and customs -- 18th century -- Fiction', 'Smuggling -- Fiction'}	['en']	53888
PG6127	The Great Stone of Sardis	Stockton, Frank R.	1834	1902	scifi	no	yes	no	no	38	Text	{'Science fiction'}	['en']	53929
PG67997	The Prodigal Pro Tem	Bartlett, Frederick Orin	1876	1945	lovestory	no	no	yes	no	24	Text	{'Interpersonal relations -- Fiction', 'United States -- Social life and customs -- 20th century -- Fiction', 'Love stories', 'Impersonation -- Fiction', 'Families -- Fiction'}	['en']	54092
PG67735	The North Shore Mystery	Fletcher, Henry	1856	1932	detective	no	no	no	yes	39	Text	{'Detective and mystery stories', 'Murder -- Investigation -- Fiction', 'Australia -- Fiction', 'Sydney (N.S.W.) -- Fiction'}	['en']	54127
PG57415	The Mysteries of Heron Dyke: A Novel of Incident. Volume 3 (of 3)	Speight, T. W. (Thomas Wilkinson)	1830	1915	detective	no	no	no	yes	18	Text	{'Detective and mystery stories', 'English fiction -- 19th century'}	['en']	54149
PG16339	The Passenger from Calais	Griffiths, Arthur	1838	1908	detective	no	no	no	yes	63	Text	{'Detective and mystery stories'}	['en']	54159
PG39229	The Mardi Gras Mystery	Bedford-Jones, H. (Henry)	1887	1949	detective	no	no	no	yes	52	Text	{'New Orleans (La.) -- Fiction', 'Detective and mystery stories'}	['en']	54184
PG71301	The Wishing Carpet	Mitchell, Ruth Comfort	1882	1954	lovestory	no	no	yes	no	33	Text	{'Love stories', 'Mills and mill-work -- Fiction', 'Southern States -- Fiction', 'Mate selection -- Fiction'}	['en']	54312
PG11556	Facing the Flag	Verne, Jules	1828	1905	scifi	no	yes	no	no	70	Text	{'Mentally ill -- Fiction', 'Loyalty -- Fiction', 'Pirates -- Fiction', 'Revenge -- Fiction', 'Patriotism -- Fiction', 'Abduction -- Fiction', 'Avarice -- Fiction', 'Science fiction', 'Weapons of mass destruction -- Fiction'}	['en']	54331
PG42714	The Luminous Face	Wells, Carolyn	1862	1942	detective	no	no	no	yes	175	Text	{'Detective and mystery stories', 'Fiction'}	['en']	54354
PG53028	The Hampdenshire Wonder	Beresford, J. D. (John Davys)	1873	1947	scifi	no	yes	no	no	49	Text	{'Science fiction'}	['en']	54355
PG41790	Quintus Oakes: A Detective Story	Jackson, Charles Ross	1867	1915	detective	no	no	no	yes	33	Text	{'Detective and mystery stories', 'Fiction'}	['en']	54361
PG53341	The Dorrington Deed-Box	Morrison, Arthur	1863	1945	detective	no	no	no	yes	93	Text	{'Detective and mystery stories, English', 'Private investigators -- Fiction'}	['en']	54395
PG1872	The Red House Mystery	Milne, A. A. (Alan Alexander)	1882	1956	detective	no	no	no	yes	596	Text	{'Detective and mystery stories', 'England -- Fiction'}	['en']	54402
PG5335	Raspberry Jam	Wells, Carolyn	1862	1942	detective	no	no	no	yes	108	Text	{'Detective and mystery stories'}	['en']	54472
PG27705	The Golden Face: A Great 'Crook' Romance	Le Queux, William	1864	1927	detective	no	no	no	yes	40	Text	{'Detective and mystery stories'}	['en']	54496
PG1720	The Man Who Knew Too Much	Chesterton, G. K. (Gilbert Keith)	1874	1936	detective	no	no	no	yes	325	Text	{'Detective and mystery stories, English', 'Aristocracy (Social class) -- Fiction', 'Great Britain -- Fiction'}	['en']	54530
PG54504	Master and Maid	Harker, L. Allen (Lizzie Allen)	1863	1933	lovestory	no	no	yes	no	48	Text	{'Mate selection -- Fiction', 'Boarding schools -- England -- Fiction', 'Young women -- Fiction', 'Teachers -- Fiction', 'Love stories', 'Irish -- England -- Fiction'}	['en']	54541
PG72585	The viaduct murder	Knox, Ronald Arbuthnott	1888	1957	detective	no	no	no	yes	280	Text	{'Detective and mystery stories', 'Murder -- Investigation -- Fiction', 'England -- Fiction'}	['en']	54581
PG28597	A Man to His Mate	Dunn, J. Allan, (Joseph Allan)	1872	1941	lovestory	no	no	yes	no	30	Text	{'Adventure stories', 'Mutiny -- Fiction', 'Gold mines and mining -- Fiction', 'Love stories', 'Sea stories'}	['en']	54591
PG41512	The Young Continentals at Bunker Hill	McIntyre, John T. (John Thomas)	1871	1951	historical	yes	no	no	no	24	Text	{'United States -- History -- Revolution, 1775-1783 -- Juvenile fiction', 'Bunker Hill, Battle of, Boston, Mass., 1775 -- Juvenile fiction', 'Historical fiction'}	['en']	54600
PG37338	The Crime Doctor	Hornung, E. W. (Ernest William)	1866	1921	detective	no	no	no	yes	74	Text	{'Detective and mystery stories, English', 'Fiction'}	['en']	54631
PG37528	Quick Action	Chambers, Robert W. (Robert William)	1865	1933	lovestory	no	no	yes	no	37	Text	{'Love stories', 'Crystal gazing -- Fiction', 'Storytelling -- Fiction', 'Clairvoyants -- Fiction'}	['en']	54644
PG68679	The unseen ear	Lincoln, Natalie Sumner	1881	1935	detective	no	no	no	yes	39	Text	{'Washington (D.C.) -- Fiction', 'Families -- Fiction', 'Deaf -- Fiction', 'Husband and wife -- Fiction', 'Detective and mystery stories', 'Murder -- Investigation -- Fiction'}	['en']	54687
PG25849	The Launch Boys' Adventures in Northern Waters	Ellis, Edward Sylvester	1840	1916	detective	no	no	no	yes	32	Text	{'Detective and mystery stories', 'Boys -- Juvenile fiction', 'Boats and boating -- Juvenile fiction', 'Maine -- Juvenile fiction'}	['en']	54810
PG27929	The Lady of Loyalty House: A Novel	McCarthy, Justin H. (Justin Huntly)	1860	1936	lovestory	no	no	yes	no	44	Text	{'Love stories', 'Adventure stories', 'Great Britain -- History -- Civil War, 1642-1649 -- Fiction'}	['en']	54823
PG23489	Godfrey Morgan: A Californian Mystery	Verne, Jules	1828	1905	detective	no	no	no	yes	62	Text	{'Detective and mystery stories'}	['en']	54841
PG35198	What Not: A Prophetic Comedy	Macaulay, Rose	1881	1958	scifi	no	yes	no	no	58	Text	{'Satire', 'Science fiction', 'England -- Fiction', 'Bureaucracy -- Fiction'}	['en']	54919
PG71631	His darling sin	Braddon, M. E. (Mary Elizabeth)	1835	1915	detective	no	no	no	yes	52	Text	{'Widows -- Fiction', 'Scandals -- Fiction', 'Private investigators -- Fiction', 'Criminals -- Fiction', 'Detective and mystery stories', 'Narcotics -- Fiction', 'Murder -- Fiction', 'Mistaken identity -- Fiction'}	['en']	54951
PG20782	Triplanetary	Smith, E. E. (Edward Elmer)	1890	1965	scifi	no	yes	no	no	113	Text	{'Science fiction', 'Human-alien encounters -- Fiction', 'Extraterrestrial beings -- Fiction'}	['en']	54981
PG58820	Whose Body? A Lord Peter Wimsey Novel	Sayers, Dorothy L. (Dorothy Leigh)	1893	1957	detective	no	no	no	yes	725	Text	{'Detective and mystery stories', 'Murder -- Investigation -- Fiction', 'Wimsey, Peter, Lord (Fictitious character), 1890- -- Fiction', 'Private investigators -- England -- Fiction'}	['en']	55040
PG2019	The Bat	Benét, Stephen Vincent	1898	1943	detective	no	no	no	yes	104	Text	{'Detective and mystery stories'}	['en']	55129
PG19861	The Lady Paramount	Harland, Henry	1861	1905	lovestory	no	no	yes	no	28	Text	{'Love stories', 'Italy -- Fiction', 'Christian fiction', 'England -- Fiction'}	['en']	55168
PG1888	The Bittermeads Mystery	Punshon, E. R. (Ernest Robertson)	1872	1956	detective	no	no	no	yes	31	Text	{'Detective and mystery stories', 'Fiction'}	['en']	55186
PG47385	The White Shield	Reed, Myrtle	1874	1911	lovestory	no	no	yes	no	52	Text	{'Love stories, American', 'Short stories, American', 'Fiction'}	['en']	55285
PG72825	Captain Shannon	Kernahan, Coulson	1858	1943	detective	no	no	no	yes	104	Text	{'Detective and mystery stories', 'Journalists -- Fiction', 'Murderers -- Fiction', 'England -- Fiction'}	['en']	55340
PG54473	Vanderdecken	Stacpoole, H. De Vere (Henry De Vere)	1863	1951	lovestory	no	no	yes	no	34	Text	{'Sea stories', 'Love stories', 'Adventure stories', 'Friendship -- Fiction'}	['en']	55391
PG66627	The Cat's Paw	Lincoln, Natalie Sumner	1881	1935	detective	no	no	no	yes	41	Text	{'Family secrets -- Fiction', 'Detective and mystery stories', 'Murder -- Investigation -- Fiction', 'Washington (D.C.) -- Fiction'}	['en']	55408
PG20901	In Apple-Blossom Time: A Fairy-Tale to Date	Burnham, Clara Louise	1854	1927	lovestory	no	no	yes	no	38	Text	{'Love stories', 'Fiction'}	['en']	55504
PG33386	The Tremendous Event	Leblanc, Maurice	1864	1941	scifi	no	yes	no	no	64	Text	{'Adventure stories', 'Science fiction', 'English Channel -- Fiction', 'Earthquakes -- Fiction'}	['en']	55510
PG68091	The Clevedon Case	Oakley, John	1868	1945	detective	no	no	no	yes	59	Text	{'Criminologists -- Fiction', 'Detective and mystery stories', 'Murder -- Investigation -- Fiction', 'England -- Fiction'}	['en']	55540
PG3427	Kilo : being the love story of Eliph' Hewlitt, book agent	Butler, Ellis Parker	1869	1937	lovestory	no	no	yes	no	29	Text	{'Book industries and trade -- Fiction', 'Love stories'}	['en']	55577
PG43773	Shifting Sands	Bassett, Sara Ware	1872	1968	lovestory	no	no	yes	no	53	Text	{'Widows -- Fiction', 'New England -- Social life and customs -- 20th century -- Fiction', 'Mystery fiction', 'Nieces -- Fiction', 'Love stories', 'Cape Cod (Mass.) -- Fiction'}	['en']	55714
PG10542	The Boats of the "Glen Carrig": Being an account of their Adventures in the Strange places of the Earth, after the foundering of the good ship Glen Carrig through striking upon a hidden rock in the unknown seas to the Southward; as told by John Winterstraw, Gent., to his son James Winterstraw, in the year 1757, and by him committed very properly and legibly to manuscript	Hodgson, William Hope	1877	1918	scifi	no	yes	no	no	135	Text	{'Islands -- Fiction', 'Shipwreck survival -- Fiction', 'Shipwrecks -- Fiction', 'Horror tales', 'Sea stories', 'Science fiction'}	['en']	55720
PG32498	The Brain	Hauser, Heinrich	1901	1955	scifi	no	yes	no	no	120	Text	{'Artificial intelligence -- Fiction', 'Science fiction'}	['en']	55758
PG10418	The Money Moon: A Romance	Farnol, Jeffery	1878	1952	lovestory	no	no	yes	no	58	Text	{'Love stories'}	['en']	55759
PG47471	The Girls of Chequertrees	Webb, Marion St. John		1930	detective	no	no	no	yes	51	Text	{'Detective and mystery stories', 'Girls -- Juvenile fiction'}	['en']	55774
PG9488	The Line of Love; Dizain des Mariages	Cabell, James Branch	1879	1958	historical	yes	no	no	no	44	Text	{'Fantasy fiction', 'Middle Ages -- Fiction', 'Historical fiction'}	['en']	55799
PG69720	Moll Davis: a comedy	Capes, Bernard	1854	1918	historical	yes	no	no	no	21	Text	{'Great Britain -- History -- Charles II, 1660-1685 -- Fiction', 'Historical fiction'}	['en']	55830
PG54102	The Whip Hand: A Tale of the Pine Country	Merwin, Samuel	1874	1936	lovestory	no	no	yes	no	25	Text	{'Love stories', 'Great Lakes Region (North America) -- Fiction', 'Lumber trade -- Fiction'}	['en']	55836
PG55960	The Lady from Nowhere: A Detective Story	Hume, Fergus	1859	1932	detective	no	no	no	yes	28	Text	{'Detective and mystery stories', 'Murder -- Investigation -- Fiction', 'England -- Fiction'}	['en']	55916
PG19478	Four-Day Planet	Piper, H. Beam	1904	1964	scifi	no	yes	no	no	120	Text	{'Space colonies -- Fiction', 'Science fiction'}	['en']	56000
PG60983	The Queen of Farrandale: A Novel	Burnham, Clara Louise	1854	1927	lovestory	no	no	yes	no	28	Text	{'United States -- Social life and customs -- 20th century -- Fiction', 'Older women -- Fiction', 'Love stories', 'World War, 1914-1918 -- Veterans -- Fiction', 'Families -- Fiction'}	['en']	56031
PG28037	In Doublet and Hose: A Story for Girls	Madison, Lucy Foster	1865	1932	historical	yes	no	no	no	34	Text	{'Great Britain -- History -- Elizabeth, 1558-1603 -- Juvenile fiction', 'Historical fiction'}	['en']	56093
PG35254	In the Onyx Lobby	Wells, Carolyn	1862	1942	detective	no	no	no	yes	72	Text	{'Detective and mystery stories', 'Fiction'}	['en']	56115
PG27188	The Wonder	Beresford, J. D. (John Davys)	1873	1947	scifi	no	yes	no	no	54	Text	{'Science fiction'}	['en']	56126
PG24985	Comedies of Courtship	Hope, Anthony	1863	1933	lovestory	no	no	yes	no	37	Text	{'Love stories', 'Short stories'}	['en']	56207
PG29965	Two Thousand Miles Below	Diffin, Charles Willard	1884	1966	scifi	no	yes	no	no	40	Text	{'Science fiction'}	['en']	56274
PG59752	The Moon Maid	Burroughs, Edgar Rice	1875	1950	scifi	no	yes	no	no	48	Text	{'Science fiction', 'Human-alien encounters -- Fiction', 'Moon -- Fiction'}	['en']	56282
PG57194	Scott Burton on the Range	Cheyney, Edward G. (Edward Gheen)	1878	1950	detective	no	no	no	yes	26	Text	{'Detective and mystery stories', 'United States. Forest Service -- Juvenile fiction', 'Western stories', 'Sheep ranchers -- Juvenile fiction'}	['en']	56319
PG3070	The Hound of the Baskervilles	Doyle, Arthur Conan	1859	1930	detective	no	no	no	yes	439	Text	{'Dogs -- Fiction', 'Holmes, Sherlock (Fictitious character) -- Fiction', 'Detective and mystery stories', 'Dartmoor (England) -- Fiction', 'Private investigators -- England -- Fiction', 'Blessing and cursing -- Fiction'}	['en']	56363
PG8385	The Short Line War	Merwin, Samuel	1874	1936	historical	yes	no	no	no	31	Text	{'Railroads -- History -- Fiction', 'Historical fiction'}	['en']	56370
PG9664	An Amiable Charlatan	Oppenheim, E. Phillips (Edward Phillips)	1866	1946	detective	no	no	no	yes	34	Text	{'Detective and mystery stories'}	['en']	56370
PG61523	The Moth Decides: A Novel	Jewell, Edward Alden	1888	1947	lovestory	no	no	yes	no	23	Text	{'Resorts -- Michigan -- Fiction', 'Love stories', 'United States -- Social life and customs -- 20th century -- Fiction', 'Mate selection -- Fiction'}	['en']	56375
PG56128	The Cottage on the Fells	Stacpoole, H. De Vere (Henry De Vere)	1863	1951	detective	no	no	no	yes	47	Text	{'Detective and mystery stories', 'Fiction'}	['en']	56380
PG787	The Man Between: An International Romance	Barr, Amelia E.	1831	1919	lovestory	no	no	yes	no	39	Text	{'Love stories', 'Betrothal -- Fiction'}	['en']	56459
PG26176	The Secret House	Wallace, Edgar	1875	1932	detective	no	no	no	yes	78	Text	{'Detective and mystery stories, English'}	['en']	56487
PG56838	The Saintsbury Affair	Long, Lily A. (Lily Augusta)	1862	1927	detective	no	no	no	yes	51	Text	{'Detective and mystery stories', 'Hypnotism -- Fiction', 'Interpersonal relations -- Fiction', 'Lawyers -- Fiction'}	['en']	56527
PG1931	The Zeppelin's Passenger	Oppenheim, E. Phillips (Edward Phillips)	1866	1946	historical	yes	no	no	no	56	Text	{'Historical fiction', 'World War, 1914-1918 -- Fiction'}	['en']	56539
PG14888	The Inheritors	Conrad, Joseph	1857	1924	scifi	no	yes	no	no	108	Text	{'Science fiction'}	['en']	56588
PG30586	The Exploits of Juve: Being the Second of the Series of the "Fantômas" Detective Tales	Allain, Marcel	1885	1969	detective	no	no	no	yes	53	Text	{'Detective and mystery stories', 'Fantômas (Fictitious character) -- Fiction'}	['en']	56640
PG55617	Monsieur Judas: A Paradox	Hume, Fergus	1859	1932	detective	no	no	no	yes	31	Text	{'Detective and mystery stories', 'Murder -- Investigation -- Fiction'}	['en']	56674
PG28480	The Frontier	Leblanc, Maurice	1864	1941	detective	no	no	no	yes	60	Text	{'Detective and mystery stories, French -- Translations into English'}	['en']	56699
PG56720	Lanagan, Amateur Detective	Hurlbut, Edward H.	1880	1954	detective	no	no	no	yes	30	Text	{'Detective and mystery stories', 'American fiction -- 20th century'}	['en']	56840
PG60312	The Germ Growers: An Australian story of adventure and mystery	Potter, Robert	1831	1908	scifi	no	yes	no	no	41	Text	{'Science fiction, Australian'}	['en']	56856
PG59319	Adventures of Martin Hewitt, Third Series	Morrison, Arthur	1863	1945	detective	no	no	no	yes	52	Text	{'Detective and mystery stories, English', 'Private investigators -- England -- Fiction'}	['en']	56994
PG38577	The Blue Lights: A Detective Story	Kummer, Frederic Arnold	1873	1943	detective	no	no	no	yes	69	Text	{'Kidnapping -- Fiction', 'Detective and mystery stories', 'Married people -- Fiction', 'Americans -- France -- Fiction'}	['en']	57135
PG54771	A Prince of Swindlers	Boothby, Guy	1867	1905	detective	no	no	no	yes	72	Text	{'London (England) -- Fiction', 'Detective and mystery stories', 'Swindlers and swindling -- Fiction'}	['en']	57191
PG62824	When the Sea Gives Up Its Dead: A Thrilling Detective Story	Corbett, George, Mrs.	1846	1930	detective	no	no	no	yes	30	Text	{'Detective and mystery stories', 'Women detectives -- Fiction', 'Jewelry theft -- Fiction'}	['en']	57240
PG33886	The Wish: A Novel	Sudermann, Hermann	1857	1928	lovestory	no	no	yes	no	33	Text	{'Suicide victims -- Fiction', 'Love stories, German', 'Sisters -- Fiction'}	['en']	57243
PG33884	Alec Lloyd, Cowpuncher	Gates, Eleanor	1875	1951	lovestory	no	no	yes	no	82	Text	{'Cowboys -- Fiction', 'Love stories', 'Western stories'}	['en']	57244
PG33601	The Master's Violin	Reed, Myrtle	1874	1911	lovestory	no	no	yes	no	46	Text	{'Villages -- Fiction', 'Love stories', 'Violinists -- Fiction'}	['en']	57248
PG67890	The Thirteenth Letter	Lincoln, Natalie Sumner	1881	1935	detective	no	no	no	yes	43	Text	{'Detective and mystery stories', 'Murder -- Investigation -- Fiction', 'Nurses -- Fiction', 'Washington (D.C.) Region -- Fiction'}	['en']	57325
PG4271	A Modern Telemachus	Yonge, Charlotte M. (Charlotte Mary)	1823	1901	historical	yes	no	no	no	32	Text	{'Kidnapping victims -- Fiction', 'Historical fiction, English', 'Shipwrecks -- Fiction', 'Algeria -- Fiction', 'Sea stories'}	['en']	57338
PG48418	Susan	Oldmeadow, Ernest	1867	1949	lovestory	no	no	yes	no	23	Text	{'British -- France -- Fiction', 'Epistolary fiction', 'Household employees -- Fiction', 'Young women -- Fiction', 'Love stories', 'Diary fiction'}	['en']	57352
PG40484	Black Star's Campaign: A Detective Story	McCulley, Johnston	1883	1958	detective	no	no	no	yes	56	Text	{'Detective and mystery stories', 'American fiction -- 20th century'}	['en']	57406
PG64907	The Other Man	Wallace, Edgar	1875	1932	detective	no	no	no	yes	49	Text	{'Detective and mystery stories', 'English fiction -- 20th century'}	['en']	57416
PG21264	The Four-Pools Mystery	Webster, Jean	1876	1916	detective	no	no	no	yes	65	Text	{'Detective and mystery stories'}	['en']	57456
PG32117	Eleven Possible Cases	Fawcett, Edgar	1847	1904	detective	no	no	no	yes	88	Text	{'Detective and mystery stories', 'Fiction', 'Short stories'}	['en']	57460
PG13984	In the Wrong Paradise, and Other Stories	Lang, Andrew	1844	1912	scifi	no	yes	no	no	27	Text	{'Science fiction, English', 'Paranormal fiction', 'Short stories', 'Slavery -- Fiction'}	['en']	57472
PG2767	The Devil's Paw	Oppenheim, E. Phillips (Edward Phillips)	1866	1946	detective	no	no	no	yes	38	Text	{'Detective and mystery stories'}	['en']	57507
PG70175	The secret of Father Brown	Chesterton, G. K. (Gilbert Keith)	1874	1936	detective	no	no	no	yes	175	Text	{'Catholics -- Fiction', 'Clergy -- Fiction', 'England -- Fiction', 'Detective and mystery stories, English', 'Brown, Father (Fictitious character) -- Fiction'}	['en']	57517
PG52169	The inner house	Besant, Walter	1836	1901	scifi	no	yes	no	no	49	Text	{'Immortality -- Fiction', 'Science fiction', 'Dystopias -- Fiction'}	['en']	57576
PG60124	The Girl of the Golden Gate	Meloney, William Brown	1877	1925	lovestory	no	no	yes	no	29	Text	{'Shipwrecks -- Fiction', 'Love stories', 'Adventure stories', 'Ocean travel -- Fiction'}	['en']	57590
PG57623	The Loudwater Tragedy	Speight, T. W. (Thomas Wilkinson)	1830	1915	detective	no	no	no	yes	31	Text	{'Detective and mystery stories', 'Murder -- Investigation -- Fiction', 'English fiction -- 19th century'}	['en']	57614
PG50209	The Mystery of the Sycamore	Wells, Carolyn	1862	1942	detective	no	no	no	yes	44	Text	{'Detective and mystery stories', 'Fiction'}	['en']	57730
PG1159	Fire-Tongue	Rohmer, Sax	1883	1959	detective	no	no	no	yes	51	Text	{'Detective and mystery stories', 'Secret societies -- Fiction'}	['en']	57731
PG56961	The Red House on Rowan Street	Long, Lily A. (Lily Augusta)	1862	1927	detective	no	no	no	yes	38	Text	{'Detective and mystery stories', 'Physicians -- Fiction', 'Travel -- Fiction', 'Man-woman relationships -- Fiction'}	['en']	57751
PG36503	A Man's Hearth	Ingram, Eleanor M. (Eleanor Marie)	1886	1921	lovestory	no	no	yes	no	154	Text	{'Love stories', 'Married people -- Fiction', 'Man-woman relationships -- Fiction', 'New York (N.Y.) -- Fiction', 'Children of the rich -- Fiction'}	['en']	57811
PG18137	Little Fuzzy	Piper, H. Beam	1904	1964	scifi	no	yes	no	no	218	Text	{'Science fiction', 'Human-alien encounters -- Fiction'}	['en']	58015
PG22463	Chivalry	Cabell, James Branch	1879	1958	historical	yes	no	no	no	93	Text	{'Fantasy fiction', 'Middle Ages -- Fiction', 'Historical fiction'}	['en']	58048
PG50682	The Planet Mappers	Evans, E. Everett (Edward Everett)	1893	1958	scifi	no	yes	no	no	49	Text	{'Families -- Juvenile fiction', 'Space pirates -- Juvenile fiction', 'Science fiction', 'Space flight -- Juvenile fiction'}	['en']	58118
PG19901	The Castle Of The Shadows	Williamson, A. M. (Alice Muriel)	1869	1933	detective	no	no	no	yes	91	Text	{'Detective and mystery stories', 'Adventure stories'}	['en']	58120
PG43977	The Seven Darlings	Morris, Gouverneur	1876	1953	lovestory	no	no	yes	no	21	Text	{'Inheritance and succession -- Fiction', 'Love stories', 'Siblings -- Fiction', 'Hotels -- Fiction', 'Adirondack Mountains (N.Y.) -- Fiction'}	['en']	58193
PG68630	The lively adventures of Gavin Hamilton	Seawell, Molly Elliot	1860	1916	historical	yes	no	no	no	39	Text	{'Loyalty -- Juvenile fiction', 'Smallpox -- Juvenile fiction', 'Adventure stories', 'Soldiers -- Juvenile fiction', 'Parent and child -- Juvenile fiction', 'Historical fiction', 'Friendship -- Juvenile fiction', 'Inheritance and succession -- Juvenile fiction', 'Husband and wife -- Juvenile fiction', "Seven Years' War, 1756-1763 -- Juvenile fiction", 'Kings and rulers -- Juvenile fiction'}	['en']	58249
PG55312	The Rainbow Feather	Hume, Fergus	1859	1932	detective	no	no	no	yes	33	Text	{'Detective and mystery stories', 'Murder -- Investigation -- Fiction', 'England -- Fiction'}	['en']	58346
PG70195	Pirates of Venus	Burroughs, Edgar Rice	1875	1950	scifi	no	yes	no	no	221	Text	{'Napier, Carson (Fictitious character) -- Fiction', 'Science fiction', 'Venus (Planet) -- Fiction'}	['en']	58352
