id	title	author	authoryearofbirth	authoryearofdeath	subgenre	historical	scifi	lovestory	detective	downloads	type	subjects	language	length
PG9498	The Trespasser	Lawrence, D. H. (David Herbert)	1885	1930	lovestory	no	no	yes	no	70	Text	{'Love stories', 'Adultery -- Fiction'}	['en']	63992
PG52501	The First Men in the Moon	Wells, H. G. (Herbert George)	1866	1946	scifi	no	yes	no	no	329	Text	{'Utopian fiction', 'Satire', 'Space flight to the moon -- Fiction', 'Utopias -- Fiction', 'Science fiction', 'Moon -- Fiction', 'Imperialism -- Fiction'}	['en']	64089
PG46064	The Deep Lake Mystery	Wells, Carolyn	1862	1942	detective	no	no	no	yes	55	Text	{'Detective and mystery stories', 'Fiction'}	['en']	64166
PG19660	Man of Many Minds	Evans, E. Everett (Edward Everett)	1893	1958	scifi	no	yes	no	no	81	Text	{'Science fiction, American', 'Extraterrestrial beings -- Fiction'}	['en']	64200
PG34777	A Lame Dog's Diary	Macnaughtan, S. (Sarah)	1864	1916	lovestory	no	no	yes	no	29	Text	{'Widows -- Fiction', 'Love stories', 'Siblings -- Fiction', 'Disabled veterans -- England -- Fiction', 'Villages -- England -- Fiction', 'Diaries -- Fiction'}	['en']	64209
PG6105	Their Yesterdays	Wright, Harold Bell	1872	1944	lovestory	no	no	yes	no	23	Text	{'Love stories', 'Fiction'}	['en']	64232
PG21854	The Woman in Black	Bentley, E. C. (Edmund Clerihew)	1875	1956	detective	no	no	no	yes	785	Text	{'Detective and mystery stories', 'Trent, Philip (Fictitious character) -- Fiction'}	['en']	64287
PG15965	In Friendship's Guise	Graydon, William Murray	1864	1946	detective	no	no	no	yes	36	Text	{'Art thefts -- Fiction', 'Detective and mystery stories'}	['en']	64293
PG10391	The Wolf's Long Howl	Waterloo, Stanley	1846	1913	scifi	no	yes	no	no	41	Text	{'Science fiction', 'Short stories'}	['en']	64409
PG41459	The Broken Thread	Le Queux, William	1864	1927	detective	no	no	no	yes	19	Text	{'Detective and mystery stories', 'Fiction'}	['en']	64417
PG59902	Natalie Page	Haviland-Taylor, Katharine	1888	1941	lovestory	no	no	yes	no	30	Text	{'Teenage girls -- Fiction', 'Tomboys -- Fiction', 'Families -- Fiction', 'Love stories', 'Orphans -- Fiction', 'New York (N.Y.) -- Fiction'}	['en']	64461
PG69191	The Cave Girl	Burroughs, Edgar Rice	1875	1950	scifi	no	yes	no	no	140	Text	{'Islands -- Fiction', 'Oceania -- Fiction', 'Primitive societies -- Fiction', 'Adventure stories', 'Survival -- Fiction', 'Cave dwellers -- Fiction', 'Science fiction'}	['en']	64489
PG22883	Doctor Luttrell's First Patient	Carey, Rosa Nouchette	1840	1909	lovestory	no	no	yes	no	34	Text	{'Love stories', 'Fiction'}	['en']	64498
PG27209	The La Chance Mine Mystery	Jones, Susan Morrow		1926	detective	no	no	no	yes	39	Text	{'Canadian fiction', 'Detective and mystery stories'}	['en']	64528
PG68397	Masters of the vortex	Smith, E. E. (Edward Elmer)	1890	1965	scifi	no	yes	no	no	115	Text	{'Science fiction'}	['en']	64536
PG20632	Molly Brown's Orchard Home	Speed, Nell	1878	1913	lovestory	no	no	yes	no	44	Text	{'Love stories', 'Voyages and travels -- Juvenile fiction', 'Young women -- Juvenile fiction'}	['en']	64554
PG21129	The Heart of Una Sackville	Vaizey, George de Horne, Mrs.	1857	1917	lovestory	no	no	yes	no	38	Text	{'England -- Social life and customs -- Fiction', 'Young women -- Fiction', 'Love stories', 'Triangles (Interpersonal relations) -- Fiction', 'Diary fiction'}	['en']	64564
PG8673	A Columbus of Space	Serviss, Garrett Putman	1851	1929	scifi	no	yes	no	no	55	Text	{'Science fiction'}	['en']	64616
PG23641	The Forsaken Inn: A Novel	Green, Anna Katharine	1846	1935	detective	no	no	no	yes	62	Text	{'United States -- Social life and customs -- 19th century -- Fiction', 'Detective and mystery stories'}	['en']	64667
PG71334	Nancy first and last	Blanchard, Amy Ella	1856	1926	lovestory	no	no	yes	no	66	Text	{'Families -- Juvenile fiction', 'Young women -- Juvenile fiction', 'Identity -- Juvenile fiction', 'Love stories', 'Voyages and travels -- Juvenile fiction'}	['en']	64697
PG69880	The valley of Arcana	Hankins, Arthur Preston	1880	1932	lovestory	no	no	yes	no	38	Text	{'Mate selection -- Fiction', 'Widows -- Fiction', 'Adventure stories', 'Young women -- Fiction', 'Love stories', 'California -- Fiction'}	['en']	64716
PG39340	The Surprising Adventures of Sir Toady Lion with Those of General Napoleon Smith: An Improving History for Old Boys, Young Boys, Good Boys, Bad Boys, Big Boys, Little Boys, Cow Boys, and Tom-Boys	Crockett, S. R. (Samuel Rutherford)	1860	1914	lovestory	no	no	yes	no	43	Text	{'Boys -- Juvenile fiction', 'Adventure stories', 'Siblings -- Juvenile fiction', 'Soldiers -- Juvenile fiction', 'Love stories', 'Friendship -- Juvenile fiction', 'Youth -- Conduct of life -- Juvenile fiction', 'Battles -- Juvenile fiction', 'Castles -- Juvenile fiction', 'Fantasy literature', 'Wit and humor, Juvenile', 'Conduct of life -- Juvenile fiction'}	['en']	64718
PG6578	The Man on the Box	MacGrath, Harold	1871	1932	lovestory	no	no	yes	no	36	Text	{'Love stories', 'Impostors and imposture -- Fiction'}	['en']	64777
PG16777	The Heart of the Desert (Kut-Le of the Desert)	Morrow, Honoré	1880	1940	lovestory	no	no	yes	no	37	Text	{'Love stories', 'Indians of North America -- West (U.S.) -- Fiction', 'Western stories'}	['en']	64815
PG10067	The Mystery of the Boule Cabinet: A Detective Story	Stevenson, Burton Egbert	1872	1962	detective	no	no	no	yes	56	Text	{'Detective and mystery stories', 'Fiction'}	['en']	64816
PG13812	Sir Mortimer: A Novel	Johnston, Mary	1870	1936	historical	yes	no	no	no	18	Text	{'Great Britain -- History -- Elizabeth, 1558-1603 -- Fiction', 'Historical fiction'}	['en']	64882
PG20152	The Winning Clue	Hay, James	1881	1936	detective	no	no	no	yes	57	Text	{'Detective and mystery stories', 'American fiction -- 20th century'}	['en']	64983
PG43674	The Cardinal Moth	White, Fred M. (Fred Merrick)	1859	1935	lovestory	no	no	yes	no	30	Text	{'Mystery fiction', 'Love stories', 'England -- Fiction'}	['en']	65056
PG70105	Gilead Balm, knight errant : $b His adventures in search of the truth	Capes, Bernard	1854	1918	detective	no	no	no	yes	36	Text	{'Detective and mystery stories, English', 'English fiction -- 20th century'}	['en']	65065
PG49861	A Bachelor's Comedy	Buckrose, J. E.	1868	1931	lovestory	no	no	yes	no	61	Text	{'Clergy -- England -- Fiction', 'Young men -- Fiction', 'England -- Social life and customs -- 20th century -- Fiction', 'Love stories', 'Villages -- England -- Fiction'}	['en']	65179
PG26692	A Daughter of Raasay: A Tale of the '45	Raine, William MacLeod	1871	1954	historical	yes	no	no	no	67	Text	{'Jacobite Rebellion, 1745-1746 -- Fiction', 'Historical fiction'}	['en']	65197
PG20912	The Daffodil Mystery	Wallace, Edgar	1875	1932	detective	no	no	no	yes	124	Text	{'Detective and mystery stories'}	['en']	65208
PG20728	Space Viking	Piper, H. Beam	1904	1964	scifi	no	yes	no	no	265	Text	{'Science fiction', 'Space warfare -- Fiction', 'Revenge -- Fiction'}	['en']	65222
PG18668	In Search of the Unknown	Chambers, Robert W. (Robert William)	1865	1933	scifi	no	yes	no	no	275	Text	{'Science fiction'}	['en']	65236
PG1314	The Malefactor	Oppenheim, E. Phillips (Edward Phillips)	1866	1946	detective	no	no	no	yes	41	Text	{'Detective and mystery stories', 'Fiction'}	['en']	65303
PG27965	The Chestermarke Instinct	Fletcher, J. S. (Joseph Smith)	1863	1935	detective	no	no	no	yes	86	Text	{'Detective and mystery stories'}	['en']	65326
PG34020	The Window at the White Cat	Rinehart, Mary Roberts	1876	1958	lovestory	no	no	yes	no	71	Text	{'Love stories', 'Lawyers -- Fiction', 'Mystery and detective stories', 'Political corruption -- Fiction'}	['en']	65329
PG34732	Max Carrados	Bramah, Ernest	1867	1942	detective	no	no	no	yes	131	Text	{'Detective and mystery stories, English', 'Private investigators -- Fiction', 'Blind -- Fiction'}	['en']	65340
PG10373	The Middle Temple Murder	Fletcher, J. S. (Joseph Smith)	1863	1935	detective	no	no	no	yes	182	Text	{'Detective and mystery stories'}	['en']	65347
PG30096	The Camera Fiend	Hornung, E. W. (Ernest William)	1866	1921	detective	no	no	no	yes	50	Text	{'Detective and mystery stories'}	['en']	65354
PG39172	A Safety Match	Hay, Ian	1876	1952	lovestory	no	no	yes	no	37	Text	{'Love stories', 'Marriage -- Fiction', 'England -- Social life and customs -- Fiction'}	['en']	65388
PG41354	The Incredible Honeymoon	Nesbit, E. (Edith)	1858	1924	lovestory	no	no	yes	no	60	Text	{'Voyages and travels -- Fiction', 'England -- Fiction', 'Love stories', 'Honeymoons -- Fiction', 'Man-woman relationships -- Fiction'}	['en']	65453
PG27454	In Her Own Right	Scott, John Reed	1869	1942	lovestory	no	no	yes	no	23	Text	{'Mystery fiction', 'Adventure stories', 'Treasure troves -- Fiction', 'Love stories', 'Annapolis (Md.) -- Fiction'}	['en']	65462
PG223	The wisdom of Father Brown	Chesterton, G. K. (Gilbert Keith)	1874	1936	detective	no	no	no	yes	411	Text	{'Catholics -- Fiction', 'Clergy -- Fiction', 'England -- Fiction', 'Detective and mystery stories, English', 'Brown, Father (Fictitious character) -- Fiction'}	['en']	65564
PG72893	Captain Fly-by-Night	McCulley, Johnston	1883	1958	lovestory	no	no	yes	no	159	Text	{'Love stories', 'Adventure stories', 'California -- History -- To 1846 -- Fiction', 'Western stories'}	['en']	65567
PG15614	The Ragged Edge	MacGrath, Harold	1871	1932	lovestory	no	no	yes	no	35	Text	{'Love stories'}	['en']	65622
PG26306	Simon	Clouston, J. Storer (Joseph Storer)	1870	1944	detective	no	no	no	yes	42	Text	{'Detective and mystery stories', 'Fiction'}	['en']	65654
PG53049	Instead of the Thorn: A Novel	Burnham, Clara Louise	1854	1927	lovestory	no	no	yes	no	26	Text	{'Love stories', 'Children of the rich -- Fiction', 'Young women -- Fiction', 'Maine -- Fiction'}	['en']	65670
PG50863	Alien Minds	Evans, E. Everett (Edward Everett)	1893	1958	scifi	no	yes	no	no	77	Text	{'Extraterrestrial beings -- Fiction', 'Telepathy -- Fiction', 'Space colonies -- Fiction', 'Science fiction', 'Interstellar travel -- Fiction'}	['en']	65674
PG5743	The Evil Shepherd	Oppenheim, E. Phillips (Edward Phillips)	1866	1946	detective	no	no	no	yes	52	Text	{'Detective and mystery stories'}	['en']	65741
PG65641	Dad	Terhune, Albert Payson	1872	1942	historical	yes	no	no	no	43	Text	{'Soldiers -- Fiction', 'United States -- History -- Civil War, 1861-1865 -- Fiction', 'Historical fiction'}	['en']	65744
PG28504	The Rival Campers Ashore; or, The Mystery of the Mill	Smith, Ruel Perley	1869	1937	detective	no	no	no	yes	35	Text	{'Detective and mystery stories', 'Boats and boating -- Juvenile fiction'}	['en']	65746
PG52110	The Key Note: A Novel	Burnham, Clara Louise	1854	1927	lovestory	no	no	yes	no	33	Text	{'Love stories', 'New England -- Social life and customs -- 20th century -- Fiction'}	['en']	65801
PG34664	The Mynns' Mystery	Fenn, George Manville	1831	1909	detective	no	no	no	yes	45	Text	{'Detective and mystery stories', 'Fiction'}	['en']	65828
PG65954	General Crook and the Fighting Apaches: Treating Also of the Part Borne by Jimmie Dunn in the days, 1871-1886, When With Soldiers and Pack-trains and Indian Scouts, but Employing the Stronger Weapons of Kindness, Firmness and Honesty, the Gray Fox Worked Hard to the End That the White Men and the Red Men in the Southwest as in the Northwest Might Better Understand One Another	Sabin, Edwin L. (Edwin Legrand)	1870	1952	historical	yes	no	no	no	51	Text	{'Apache Indians -- Wars -- Fiction', 'Historical fiction'}	['en']	65905
PG21109	Big Game: A Story for Girls	Vaizey, George de Horne, Mrs.	1857	1917	lovestory	no	no	yes	no	87	Text	{'Love stories', 'Siblings -- Fiction', 'Poets -- Fiction'}	['en']	65948
PG53802	Drowsy	Mitchell, John Ames	1845	1918	scifi	no	yes	no	no	33	Text	{'Science fiction'}	['en']	65953
PG9906	In the Sargasso Sea: A Novel	Janvier, Thomas A. (Thomas Allibone)	1849	1913	scifi	no	yes	no	no	21	Text	{'Science fiction'}	['en']	65974
PG70816	Lost on Venus	Burroughs, Edgar Rice	1875	1950	scifi	no	yes	no	no	139	Text	{'Napier, Carson (Fictitious character) -- Fiction', 'Science fiction', 'Venus (Planet) -- Fiction'}	['en']	65982
PG52908	Clever Betsy: A Novel	Burnham, Clara Louise	1854	1927	lovestory	no	no	yes	no	39	Text	{'Love stories', 'Ship captains -- Fiction', 'Middle-aged persons -- Fiction', 'Household employees -- Fiction'}	['en']	66016
PG4996	Number Seventeen	Tracy, Louis	1863	1928	detective	no	no	no	yes	37	Text	{'Detective and mystery stories'}	['en']	66041
PG30836	Seven Keys to Baldpate	Biggers, Earl Derr	1884	1933	detective	no	no	no	yes	135	Text	{'Detective and mystery stories', 'Fiction'}	['en']	66130
PG37482	The Postmaster	Lincoln, Joseph Crosby	1870	1944	lovestory	no	no	yes	no	30	Text	{'Middle-aged men -- Fiction', 'Love stories', 'Business -- Fiction', 'Cape Cod (Mass.) -- Fiction', 'New England -- Social life and customs -- Fiction'}	['en']	66134
PG21670	Edison's Conquest of Mars	Serviss, Garrett Putman	1851	1929	scifi	no	yes	no	no	49	Text	{'Mars (Planet) -- Fiction', 'Space travelers -- Fiction', 'Science fiction', 'Martians -- Fiction'}	['en']	66157
PG19066	Brigands of the Moon	Cummings, Ray	1887	1957	scifi	no	yes	no	no	82	Text	{'Science fiction'}	['en']	66249
PG71716	Drome	Leahy, John Martin	1886	1967	scifi	no	yes	no	no	48	Text	{'Fantasy fiction', 'Science fiction'}	['en']	66300
PG67751	In the Cause of Freedom	Marchmont, Arthur W.	1852	1923	lovestory	no	no	yes	no	38	Text	{'Love stories', 'Adventure stories', 'British -- Poland -- Fiction'}	['en']	66422
PG22212	The Paternoster Ruby	Walk, Charles Edmonds	1875	1942	detective	no	no	no	yes	33	Text	{'Detective and mystery stories'}	['en']	66424
PG13372	The Gloved Hand	Stevenson, Burton Egbert	1872	1962	detective	no	no	no	yes	50	Text	{'Detective and mystery stories'}	['en']	66500
PG1743	Twelve Stories and a Dream	Wells, H. G. (Herbert George)	1866	1946	scifi	no	yes	no	no	406	Text	{'Science fiction, English', 'Short stories'}	['en']	66512
PG40520	The Soul Stealer	Thorne, Guy	1875	1923	scifi	no	yes	no	no	33	Text	{'London (England) -- Fiction', 'Soul -- Fiction', 'Science fiction', 'Paranormal fiction'}	['en']	66528
PG21904	The Millionaire Baby	Green, Anna Katharine	1846	1935	detective	no	no	no	yes	50	Text	{'Detective and mystery stories'}	['en']	66652
PG11128	The Red Thumb Mark	Freeman, R. Austin (Richard Austin)	1862	1943	detective	no	no	no	yes	154	Text	{'London (England) -- Fiction', 'Detective and mystery stories', 'Thorndyke, Doctor (Fictitious character) -- Fiction', 'Physicians -- Fiction'}	['en']	66652
PG973	Howard Pyle's Book of Pirates: Fiction, Fact & Fancy Concerning the Buccaneers & Marooners of the Spanish Main	Pyle, Howard	1853	1911	historical	yes	no	no	no	40	Text	{'Buccaneers -- Fiction', 'Pirates -- Fiction', 'Historical fiction, American', 'Sea stories, American', 'Spanish Main -- Fiction'}	['en']	66683
PG72228	The making of a woman	Le Feuvre, Amy		1929	lovestory	no	no	yes	no	116	Text	{'Artists -- Fiction', 'Young women -- Fiction', 'England -- Social life and customs -- 20th century -- Fiction', 'Love stories', 'Grandfathers -- Fiction'}	['en']	66683
PG41031	When a Man's Single: A Tale of Literary Life	Barrie, J. M. (James Matthew)	1860	1937	lovestory	no	no	yes	no	92	Text	{'Courtship -- Fiction', 'Journalists -- Fiction', 'Great Britain -- Social life and customs -- 19th century -- Fiction', 'Love stories', 'Scots -- England -- Fiction'}	['en']	66700
PG52084	The Wire Devils	Packard, Frank L. (Frank Lucius)	1877	1942	detective	no	no	no	yes	56	Text	{'Detective and mystery stories', 'Railroad stories', 'Canadian fiction -- 20th century'}	['en']	66745
PG72855	The unpleasantness at the Bellona Club	Sayers, Dorothy L. (Dorothy Leigh)	1893	1957	detective	no	no	no	yes	593	Text	{'Detective and mystery stories', 'Wimsey, Peter, Lord (Fictitious character), 1890- -- Fiction', 'Private investigators -- England -- Fiction'}	['en']	66786
PG34988	The Professor's Mystery	Hastings, Wells	1879	1923	lovestory	no	no	yes	no	32	Text	{'Spiritualism -- Fiction', 'Love stories', 'Mystery fiction'}	['en']	66788
PG27365	Tales of Space and Time	Wells, H. G. (Herbert George)	1866	1946	scifi	no	yes	no	no	426	Text	{'Science fiction, English'}	['en']	66812
PG9872	The Great Secret	Oppenheim, E. Phillips (Edward Phillips)	1866	1946	detective	no	no	no	yes	28	Text	{'Detective and mystery stories'}	['en']	66837
PG20898	The Galaxy Primes	Smith, E. E. (Edward Elmer)	1890	1965	scifi	no	yes	no	no	158	Text	{'Interplanetary voyages -- Fiction', 'Space and time -- Fiction', 'Adventure stories', 'Fantasy fiction', 'Science fiction'}	['en']	66844
PG7949	The Historical Nights' Entertainment: Second Series	Sabatini, Rafael	1875	1950	historical	yes	no	no	no	30	Text	{'Historical fiction, English', 'Europe -- Social life and customs -- Fiction'}	['en']	66890
PG35074	His Unknown Wife	Tracy, Louis	1863	1928	lovestory	no	no	yes	no	58	Text	{'Shipwreck survival -- Fiction', 'Adventure stories', 'Treasure troves -- Fiction', 'Love stories'}	['en']	66923
PG56902	The Soul Scar: A Craig Kennedy Scientific Mystery Novel	Reeve, Arthur B. (Arthur Benjamin)	1880	1936	detective	no	no	no	yes	42	Text	{'Detective and mystery stories', 'New York (N.Y.) -- Fiction', 'Chemistry teachers -- Fiction', 'Kennedy, Craig (Fictitious character) -- Fiction'}	['en']	66986
PG7510	Keith of the Border: A Tale of the Plains	Parrish, Randall	1858	1923	lovestory	no	no	yes	no	33	Text	{'Adventure stories', 'Frontier and pioneer life -- West (U.S.) -- Fiction', 'Love stories', 'United States -- History -- Civil War, 1861-1865 -- Veterans -- Fiction', 'Western stories'}	['en']	67016
PG65848	Theodore Savage: A Story of the Past or the Future	Hamilton, Cicely	1872	1952	scifi	no	yes	no	no	27	Text	{'Science fiction', 'Regression (Civilization) -- Fiction', 'Apocalyptic fiction', 'End of the world -- Fiction'}	['en']	67069
PG29544	Jolly Sally Pendleton; Or, the Wife Who Was Not a Wife	Libbey, Laura Jean	1862	1924	lovestory	no	no	yes	no	39	Text	{'Dime novels', 'Love stories', 'Adventure stories'}	['en']	67156
PG41001	The Red Room	Le Queux, William	1864	1927	detective	no	no	no	yes	44	Text	{'Detective and mystery stories', 'Murder -- Fiction', 'England -- Fiction', 'Secret service -- Fiction'}	['en']	67215
PG37249	The City of Numbered Days	Lynde, Francis	1856	1930	lovestory	no	no	yes	no	57	Text	{'Capitalists and financiers -- Fiction', 'Love stories', 'Swindlers and swindling -- Fiction', 'Civil engineers -- Fiction', 'Mines and mineral resources -- Fiction', 'Cities and towns -- Fiction', 'Western stories', 'Dams -- Design and construction -- Fiction'}	['en']	67216
PG17301	On With Torchy	Ford, Sewell	1868	1946	lovestory	no	no	yes	no	24	Text	{'Love stories', 'New York (N.Y.) -- Fiction', 'Humorous stories'}	['en']	67255
PG9297	The Orange-Yellow Diamond	Fletcher, J. S. (Joseph Smith)	1863	1935	detective	no	no	no	yes	70	Text	{'London (England) -- Fiction', 'Detective and mystery stories', 'Diamonds -- Fiction'}	['en']	67267
PG9834	The Talleyrand Maxim	Fletcher, J. S. (Joseph Smith)	1863	1935	detective	no	no	no	yes	48	Text	{'Detective and mystery stories'}	['en']	67352
PG52956	A Bitter Heritage: A Modern Story of Love and Adventure	Bloundelle-Burton, John	1850	1917	lovestory	no	no	yes	no	25	Text	{'Mystery fiction', 'Love stories', 'Belize -- Fiction'}	['en']	67356
PG37244	Kitty's Conquest	King, Charles	1844	1933	lovestory	no	no	yes	no	40	Text	{'Love stories', 'Reconstruction (U.S. history, 1865-1877) -- Fiction', 'Southern States -- History -- 1865-1877 -- Fiction'}	['en']	67462
PG69271	The adventurous lady	Snaith, J. C. (John Collis)	1876	1936	lovestory	no	no	yes	no	97	Text	{'Nobility -- England -- Fiction', 'Governesses -- Fiction', 'England -- Social life and customs -- 20th century -- Fiction', 'Love stories', 'Impostors and imposture -- Fiction'}	['en']	67468
PG1685	The Mystery of the Yellow Room	Leroux, Gaston	1868	1927	detective	no	no	no	yes	517	Text	{'Reporters and reporting -- Fiction', 'Detective and mystery stories', 'Rouletabille, Joseph (Fictitious character) -- Fiction'}	['en']	67478
PG31915	An Artist in Crime	Ottolengui, Rodrigues	1861	1937	detective	no	no	no	yes	44	Text	{'Detective and mystery stories', 'Fiction'}	['en']	67480
PG11574	Master Skylark: A Story of Shakspere's Time	Bennett, John	1865	1956	historical	yes	no	no	no	49	Text	{'England -- Juvenile fiction', 'Historical fiction', 'Shakespeare, William, 1564-1616 -- Juvenile fiction'}	['en']	67530
PG47533	The Forest Farm: Tales of the Austrian Tyrol	Rosegger, Peter	1843	1918	historical	yes	no	no	no	100	Text	{'Short stories, Austrian -- Translations into English', 'Tyrol (Austria) -- Fiction', 'Historical fiction', 'Domestic fiction'}	['en']	67585
PG1878	A Millionaire of Yesterday	Oppenheim, E. Phillips (Edward Phillips)	1866	1946	detective	no	no	no	yes	41	Text	{'Detective and mystery stories', 'Fiction'}	['en']	67609
PG13404	Tom Tufton's Travels	Everett-Green, Evelyn	1856	1932	historical	yes	no	no	no	23	Text	{'Brigands and robbers -- Juvenile fiction', 'Adventure stories', 'Great Britain -- History -- Anne, 1702-1714 -- Juvenile fiction', 'Historical fiction'}	['en']	67615
PG39143	The Making of a Saint	Maugham, W. Somerset (William Somerset)	1874	1965	historical	yes	no	no	no	108	Text	{'Italy -- Fiction', 'Middle Ages -- Fiction', 'Historical fiction'}	['en']	67617
PG30811	The Moving Finger	Oppenheim, E. Phillips (Edward Phillips)	1866	1946	detective	no	no	no	yes	74	Text	{'Detective and mystery stories'}	['en']	67687
PG10371	The Cinema Murder	Oppenheim, E. Phillips (Edward Phillips)	1866	1946	detective	no	no	no	yes	44	Text	{'Detective and mystery stories'}	['en']	67726
PG18902	Flood Tide	Bassett, Sara Ware	1872	1968	lovestory	no	no	yes	no	47	Text	{'Love stories', 'Cape Cod (Mass.) -- Fiction'}	['en']	67748
PG5308	The Paradise Mystery	Fletcher, J. S. (Joseph Smith)	1863	1935	detective	no	no	no	yes	112	Text	{'Detective and mystery stories'}	['en']	67797
PG67698	The Woods-Rider	Pollock, Frank Lillie	1876	1957	lovestory	no	no	yes	no	41	Text	{'Turpentining -- Fiction', 'Cousins -- Fiction', 'Alabama -- Fiction', 'Bee culture -- Fiction', 'Adventure stories', 'Love stories', 'Canadians -- United States -- Fiction'}	['en']	67831
PG12791	Wells Brothers: The Young Cattle Kings	Adams, Andy	1859	1935	historical	yes	no	no	no	81	Text	{'Ranch life -- Fiction', 'Western stories', 'Historical fiction'}	['en']	67840
PG35614	Palos of the Dog Star Pack	Giesy, J. U. (John Ulrich)	1877	1947	scifi	no	yes	no	no	32	Text	{'Science fiction', 'Life on other planets -- Fiction', 'Astral projection -- Fiction'}	['en']	67890
PG10585	My Strangest Case	Boothby, Guy	1867	1905	detective	no	no	no	yes	31	Text	{'Detective and mystery stories'}	['en']	67913
PG60248	The Messiah of the Cylinder	Rousseau, Victor	1879	1960	scifi	no	yes	no	no	36	Text	{'Science fiction'}	['en']	67929
PG72816	The case with nine solutions	Connington, J. J.	1880	1947	detective	no	no	no	yes	352	Text	{'Detective and mystery stories', 'Murder -- Investigation -- Fiction'}	['en']	67958
PG1563	The Crystal Stopper	Leblanc, Maurice	1864	1941	detective	no	no	no	yes	186	Text	{'Detective and mystery stories', 'Burglars -- Fiction', 'Lupin, Arsène (Fictitious character) -- Fiction'}	['en']	67992
PG31535	A Monk of Cruta	Oppenheim, E. Phillips (Edward Phillips)	1866	1946	detective	no	no	no	yes	35	Text	{'Detective and mystery stories', 'Fiction'}	['en']	68061
PG57066	The Corner House	White, Fred M. (Fred Merrick)	1859	1935	detective	no	no	no	yes	79	Text	{'London (England) -- Fiction', 'Detective and mystery stories', 'Murder -- Investigation -- Fiction'}	['en']	68090
PG52599	Miss Fairfax of Virginia: A Romance of Love and Adventure Under the Palmettos	Rathborne, St. George	1854	1938	lovestory	no	no	yes	no	26	Text	{'Love stories', 'Virginia -- Fiction'}	['en']	68102
PG17066	Tangled Trails: A Western Detective Story	Raine, William MacLeod	1871	1954	detective	no	no	no	yes	33	Text	{'Detective and mystery stories', 'Western stories'}	['en']	68118
PG8873	The Isle of Unrest	Merriman, Henry Seton	1862	1903	lovestory	no	no	yes	no	155	Text	{'France -- Fiction', 'Love stories', 'Vendetta -- Fiction', 'Franco-Prussian War, 1870-1871 -- Fiction', 'Corsica (France) -- Fiction'}	['en']	68126
PG2568	Trent's Last Case	Bentley, E. C. (Edmund Clerihew)	1875	1956	detective	no	no	no	yes	200	Text	{'Detective and mystery stories', 'Trent, Philip (Fictitious character) -- Fiction'}	['en']	68226
PG29173	The White Lie	Le Queux, William	1864	1927	detective	no	no	no	yes	41	Text	{'Detective and mystery stories'}	['en']	68231
PG8644	The Story of Ab: A Tale of the Time of the Cave Man	Waterloo, Stanley	1846	1913	scifi	no	yes	no	no	51	Text	{'Science fiction', 'Prehistoric peoples -- Fiction'}	['en']	68261
PG66859	Shadow in the House	Gluck, Sinclair	1887	1956	detective	no	no	no	yes	42	Text	{'Detective and mystery stories', 'Murder -- Investigation -- Fiction', 'Police -- Fiction'}	['en']	68261
PG40487	Happy-go-lucky	Hay, Ian	1876	1952	lovestory	no	no	yes	no	78	Text	{'Love stories', 'College students -- Fiction', 'Boarding school students -- Fiction', 'England -- Social life and customs -- Fiction'}	['en']	68273
PG30417	The Bright Face of Danger: Being an Account of Some Adventures of Henri de Launay, Son of the Sieur de la Tournoire	Stephens, Robert Neilson	1867	1906	historical	yes	no	no	no	48	Text	{'Historical fiction'}	['en']	68285
PG14039	Through stained glass: A Novel	Chamberlain, George Agnew	1879	1966	lovestory	no	no	yes	no	13	Text	{'Fathers and sons -- Fiction', 'Love stories'}	['en']	68287
PG69105	The path of honor: A tale of the war in the Bocage	Stevenson, Burton Egbert	1872	1962	lovestory	no	no	yes	no	23	Text	{'Love stories', 'France -- History -- Revolution, 1789-1799 -- Fiction'}	['en']	68385
PG173	The Insidious Dr. Fu Manchu	Rohmer, Sax	1883	1959	detective	no	no	no	yes	277	Text	{'Detective and mystery stories', 'Criminals -- Fiction', 'Fu Manchu, Doctor (Fictitious character) -- Fiction'}	['en']	68388
PG57527	The great white way;: a record of an unusual voyage of discovery, and some romantic love affairs amid strange surroundings	Paine, Albert Bigelow	1861	1937	scifi	no	yes	no	no	44	Text	{'Science fiction'}	['en']	68422
PG20219	The Lion's Brood	Osborne, Duffield	1858	1917	historical	yes	no	no	no	55	Text	{'Punic War, 2nd, 218-201 B.C. -- Fiction', 'Historical fiction'}	['en']	68438
PG32927	The Induna's Wife	Mitford, Bertram	1855	1914	historical	yes	no	no	no	35	Text	{'Zulu (African people) -- Fiction', 'South Africa -- History -- 19th century -- Fiction', 'Historical fiction', 'Ndebele (African people) -- Fiction'}	['en']	68474
PG604	Gulliver of Mars	Arnold, Edwin Lester	1857	1935	scifi	no	yes	no	no	116	Text	{'Mars (Planet) -- Fiction', 'Science fiction', 'Martians -- Fiction'}	['en']	68537
PG71847	The garden of resurrection : $b being the love story of an ugly man	Thurston, E. Temple (Ernest Temple)	1879	1933	lovestory	no	no	yes	no	37	Text	{'Love stories', 'Man-woman relationships -- Fiction'}	['en']	68556
